parent,node,branch.length,label,isTip,x,y,branch,angle
12,1,94,PD37449f_lo0002,TRUE,95,5,48,180
16,2,18,PD37449f_lo0010,TRUE,72,9,63,324
16,3,25,PD37449f_lo0023,TRUE,79,10,66.5,360
15,4,76,PD37449f_lo0016,TRUE,79,8,41,288
14,5,89,PD37449f_lo0022,TRUE,92,7,47.5,252
13,6,28,PD37449f_lo0011,TRUE,31,6,17,216
19,7,59,PD37449f_lo0006,TRUE,74,3,44.5,108
19,8,56,PD37449f_lo0019,TRUE,71,4,43,144
18,9,16,PD37449f_lo0008,TRUE,29,2,21,72
17,10,65,PD37449f_lo0017,TRUE,65,1,32.5,36
11,11,0,,FALSE,0,3.921875,0,141.1875
11,12,1,100,FALSE,1,5.96875,0.5,214.875
12,13,2,100,FALSE,3,6.9375,2,249.75
13,14,0,26,FALSE,3,7.875,3,283.5
14,15,0,99,FALSE,3,8.75,3,315
15,16,51,100,FALSE,54,9.5,28.5,342
11,17,0,30,FALSE,0,1.875,0,67.5
17,18,13,100,FALSE,13,2.75,6.5,99
18,19,2,100,FALSE,15,3.5,14,126
