parent,node,branch.length,label,isTip,x,y,branch,angle
9,1,417,PD43952b_lo0011,TRUE,422,3,213.5,154.285714285714
11,2,439,PD43952b_lo0013,TRUE,467,5,247.5,257.142857142857
12,3,325,PD43952b_lo0016,TRUE,396,6,233.5,308.571428571429
12,4,409,PD43952b_lo0018,TRUE,480,7,275.5,360
10,5,368,PD43952b_lo0021,TRUE,395,4,211,205.714285714286
13,6,436,PD43952b_lo0017,TRUE,439,1,221,51.4285714285714
13,7,401,PD43952b_lo0024,TRUE,404,2,203.5,102.857142857143
8,8,0,,FALSE,0,2.71875,0,139.821428571429
8,9,5,100,FALSE,5,3.9375,2.5,202.5
9,10,22,100,FALSE,27,4.875,16,250.714285714286
10,11,1,97,FALSE,28,5.75,27.5,295.714285714286
11,12,43,100,FALSE,71,6.5,49.5,334.285714285714
8,13,3,98,FALSE,3,1.5,1.5,77.1428571428571
