parent,node,branch.length,label,isTip,x,y,branch,angle
12,1,444,PD43951b_lo0010,TRUE,445,1,223,36
13,2,466,PD43951b_lo0014,TRUE,481,2,248,72
13,3,271,PD43951b_lo0015,TRUE,286,3,150.5,108
16,4,288,PD43951b_lo0011,TRUE,317,5,173,180
16,5,373,PD43951b_lo0012,TRUE,402,6,215.5,216
15,6,317,PD43951b_lo0018,TRUE,341,4,182.5,144
18,7,346,PD43951b_lo0016,TRUE,373,7,200,252
18,8,417,PD43951b_lo0017,TRUE,444,8,235.5,288
19,9,306,PD43951b_lo0019,TRUE,367,9,214,324
19,10,154,PD43951b_lo0020,TRUE,215,10,138,360
11,11,0,,FALSE,0,4.1875,0,150.75
11,12,1,38,FALSE,1,1.75,0.5,63
12,13,14,100,FALSE,15,2.5,8,90
11,14,2,46,FALSE,2,6.625,1,238.5
14,15,22,100,FALSE,24,4.75,13,171
15,16,5,100,FALSE,29,5.5,26.5,198
14,17,1,68,FALSE,3,8.5,2.5,306
17,18,24,100,FALSE,27,7.5,15,270
17,19,58,100,FALSE,61,9.5,32,342
