parent,node,branch.length,label,isTip,x,y,branch,angle
11,1,56,PD52486b_lo0001,TRUE,71,1,43,40
13,2,23,PD52486b_lo0002,TRUE,83,3,71.5,120
13,3,28,PD52486b_lo0008,TRUE,88,4,74,160
12,4,56,PD52486b_lo0004,TRUE,75,2,47,80
15,5,14,PD52486b_lo0003,TRUE,31,7,24,280
16,6,19,PD52486b_lo0009,TRUE,99,8,89.5,320
16,7,23,PD52486b_lo0010,TRUE,103,9,91.5,360
17,8,58,PD52486b_lo0005,TRUE,75,5,46,200
17,9,32,PD52486b_lo0006,TRUE,49,6,33,240
10,10,0,,FALSE,0,4.25,0,170
10,11,15,18,FALSE,15,1.875,7.5,75
11,12,4,100,FALSE,19,2.75,17,110
12,13,41,100,FALSE,60,3.5,39.5,140
10,14,15,48,FALSE,15,6.625,7.5,265
14,15,2,30,FALSE,17,7.75,16,310
15,16,63,100,FALSE,80,8.5,48.5,340
14,17,2,100,FALSE,17,5.5,16,220
