parent,node,branch.length,label,isTip,x,y,branch,angle
26,1,78,PD28690bp_SB1_A9,TRUE,84,6,45,102.857142857143
26,2,46,PD28690bp_SB1_H8,TRUE,52,7,29,120
25,3,23,PD28690bp_SB1_G8,TRUE,29,5,17.5,85.7142857142857
27,4,158,PD28690bt_SB2_F10,TRUE,166,3,87,51.4285714285714
27,5,129,PD28690bt_SB2_H10,TRUE,137,4,72.5,68.5714285714286
32,6,130,PD28690bp_SB1_D8,TRUE,136,14,71,240
32,7,54,PD28690bp_SB1_G9,TRUE,60,15,33,257.142857142857
34,8,70,PD28690bt_SB2_C11,TRUE,79,16,44,274.285714285714
34,9,65,PD28690bt_SB2_E11,TRUE,74,17,41.5,291.428571428571
36,10,46,PD28690bt_SB2_F11,TRUE,166,18,143,308.571428571429
36,11,13,PD28690bt_SB2_G11,TRUE,133,19,126.5,325.714285714286
37,12,3,PD28690bt_SB3_E5,TRUE,138,20,136.5,342.857142857143
37,13,10,PD28690bt_SB3_F5,TRUE,145,21,140,360
38,14,128,PD28690bt_SB2_A11,TRUE,136,11,72,188.571428571429
39,15,51,PD28690bt_SB3_B5,TRUE,137,12,111.5,205.714285714286
39,16,12,PD28690bt_SB3_C5,TRUE,98,13,92,222.857142857143
40,17,220,PD28690bp_SB1_H9,TRUE,225,9,115,154.285714285714
40,18,90,PD28690bt_SB2_G10,TRUE,95,10,50,171.428571428571
28,19,137,PD28690bp_SB1_E9,TRUE,142,8,73.5,137.142857142857
41,20,106,PD28690bp_SB1_B8,TRUE,106,1,53,17.1428571428571
41,21,137,PD28690bp_SB1_B9,TRUE,137,2,68.5,34.2857142857143
22,22,0,,FALSE,0,4.375,0,75
22,23,5,4,FALSE,5,7.25,2.5,124.285714285714
23,24,1,52,FALSE,6,4.625,5.5,79.2857142857143
24,25,0,100,FALSE,6,5.75,6,98.5714285714286
25,26,0,80,FALSE,6,6.5,6,111.428571428571
24,27,2,100,FALSE,8,3.5,7,60
23,28,0,0,FALSE,5,9.875,5,169.285714285714
28,29,0,0,FALSE,5,11.75,5,201.428571428571
29,30,0,1,FALSE,5,14,5,240
30,31,0,1,FALSE,5,16.25,5,278.571428571429
31,32,1,5,FALSE,6,14.5,5.5,248.571428571429
31,33,1,100,FALSE,6,18,5.5,308.571428571429
33,34,3,100,FALSE,9,16.5,7.5,282.857142857143
33,35,1,100,FALSE,7,19.5,6.5,334.285714285714
35,36,113,100,FALSE,120,18.5,63.5,317.142857142857
35,37,128,100,FALSE,135,20.5,71,351.428571428571
30,38,3,100,FALSE,8,11.75,6.5,201.428571428571
38,39,78,100,FALSE,86,12.5,47,214.285714285714
29,40,0,45,FALSE,5,9.5,5,162.857142857143
22,41,0,100,FALSE,0,1.5,0,25.7142857142857
