parent,node,branch.length,label,isTip,x,y,branch,angle
20,1,985,PD43851j_P52_DDM_B4,TRUE,1005,7,512.5,157.5
21,2,1904,PD43851j_P52_DDM_F3,TRUE,2276,8,1324,180
21,3,1876,PD43851j_P52_DDM_G3,TRUE,2248,9,1310,202.5
24,4,272,PD43851j_P52_DDM_B5,TRUE,281,11,145,247.5
24,5,1852,PD43851m_P52_ILM_D1,TRUE,1861,12,935,270
23,6,1673,PD43851m_P52_ILM_A1,TRUE,1680,10,843.5,225
26,7,3341,PD43851j_P52_DDM_D3,TRUE,3341,14,1670.5,315
27,8,2890,PD43851j_P52_DDM_G2,TRUE,2892,15,1447,337.5
27,9,2244,PD43851j_P52_DDM_H3,TRUE,2246,16,1124,360
25,10,1655,PD43851m_P52_ILM_H1,TRUE,1655,13,827.5,292.5
18,11,3038,PD43851j_P52_DDM_H2,TRUE,3038,6,1519,135
29,12,4024,PD43851j_P52_DDM_C3,TRUE,4028,1,2016,22.5
29,13,3299,PD43851j_P52_DDM_E3,TRUE,3303,2,1653.5,45
31,14,675,PD43851j_P52_DDM_C4,TRUE,682,4,344.5,90
31,15,1050,PD43851j_P52_DDM_E2,TRUE,1057,5,532,112.5
30,16,3806,PD43851j_P52_DDM_D2,TRUE,3806,3,1903,67.5
17,17,0,,FALSE,0,5.3203125,0,119.70703125
17,18,0,1,FALSE,0,8.015625,0,180.3515625
18,19,0,1,FALSE,0,10.03125,0,225.703125
19,20,20,100,FALSE,20,7.75,10,174.375
20,21,352,100,FALSE,372,8.5,196,191.25
19,22,0,1,FALSE,0,12.3125,0,277.03125
22,23,7,100,FALSE,7,10.75,3.5,241.875
23,24,2,100,FALSE,9,11.5,8,258.75
22,25,0,2,FALSE,0,13.875,0,312.1875
25,26,0,9,FALSE,0,14.75,0,331.875
26,27,2,90,FALSE,2,15.5,1,348.75
17,28,0,1,FALSE,0,2.625,0,59.0625
28,29,4,100,FALSE,4,1.5,2,33.75
28,30,0,5,FALSE,0,3.75,0,84.375
30,31,7,100,FALSE,7,4.5,3.5,101.25
