parent,node,branch.length,label,isTip,x,y,branch,angle
12,1,33,PD46562b_lo0004,TRUE,171,3,154.5,135
12,2,48,PD46562b_lo0011,TRUE,186,4,162,180
11,3,29,PD46562b_lo0005,TRUE,151,2,136.5,90
10,4,57,PD46562b_lo0006,TRUE,64,1,35.5,45
14,5,54,PD46562b_lo0007,TRUE,103,6,76,270
15,6,20,PD46562b_lo0008,TRUE,78,7,68,315
15,7,91,PD46562b_lo0010,TRUE,149,8,103.5,360
13,8,134,PD46562b_lo0009,TRUE,135,5,68,225
9,9,0,,FALSE,0,3.875,0,174.375
9,10,7,100,FALSE,7,1.875,3.5,84.375
10,11,115,100,FALSE,122,2.75,64.5,123.75
11,12,16,100,FALSE,138,3.5,130,157.5
9,13,1,97,FALSE,1,5.875,0.5,264.375
13,14,48,100,FALSE,49,6.75,25,303.75
14,15,9,100,FALSE,58,7.5,53.5,337.5
