parent,node,branch.length,label,isTip,x,y,branch,angle
14,1,61,PD41853c_lo0012,TRUE,215,2,184.5,65.4545454545455
14,2,80,PD41853c_lo0013,TRUE,234,3,194,98.1818181818182
13,3,227,PD41853c_lo0021,TRUE,228,1,114.5,32.7272727272727
17,4,215,PD41853c_lo0019,TRUE,224,4,116.5,130.909090909091
17,5,194,PD41853c_lo0039,TRUE,203,5,106,163.636363636364
18,6,251,PD41853c_lo0022,TRUE,266,6,140.5,196.363636363636
18,7,229,PD41853c_lo0023,TRUE,244,7,129.5,229.090909090909
19,8,185,PD41853c_lo0020,TRUE,192,8,99.5,261.818181818182
21,9,179,PD41853c_lo0033,TRUE,189,10,99.5,327.272727272727
21,10,173,PD41853c_lo0034,TRUE,183,11,96.5,360
20,11,192,PD41853c_lo0038,TRUE,199,9,103,294.545454545455
12,12,0,,FALSE,0,4.46875,0,146.25
12,13,1,98,FALSE,1,1.75,0.5,57.2727272727273
13,14,153,100,FALSE,154,2.5,77.5,81.8181818181818
12,15,7,97,FALSE,7,7.1875,3.5,235.227272727273
15,16,1,100,FALSE,8,5.5,7.5,180
16,17,1,98,FALSE,9,4.5,8.5,147.272727272727
16,18,7,100,FALSE,15,6.5,11.5,212.727272727273
15,19,0,88,FALSE,7,8.875,7,290.454545454545
19,20,0,28,FALSE,7,9.75,7,319.090909090909
20,21,3,100,FALSE,10,10.5,8.5,343.636363636364
