parent,node,branch.length,label,isTip,x,y,branch,angle
23,1,2128,PD43850h_P50_DNM_A2,TRUE,2137,1,1073,18
23,2,1792,PD43850h_P50_DNM_C2,TRUE,1801,2,905,36
25,3,2437,PD43850l_P50_ILM_E4,TRUE,2456,4,1237.5,72
26,4,2108,PD43850l_P50_ILM_F4,TRUE,2196,5,1142,90
26,5,2468,PD43850l_P50_ILM_G4,TRUE,2556,6,1322,108
24,6,2246,PD43850l_P50_ILM_H4,TRUE,2256,3,1133,54
31,7,1722,PD43850h_P50_DNM_B4,TRUE,1728,17,867,306
31,8,2153,PD43850h_P53_DDM_D10,TRUE,2159,18,1082.5,324
32,9,2282,PD43850l_P50_ILM_A5,TRUE,2293,19,1152,342
32,10,2233,PD43850l_P50_ILM_C5,TRUE,2244,20,1127.5,360
33,11,2472,PD43850h_P53_DDM_A10,TRUE,2735,15,1499,270
33,12,2541,PD43850h_P53_DDM_B10,TRUE,2804,16,1533.5,288
36,13,3330,PD43850m_P50_JNM_B7,TRUE,3355,11,1690,198
36,14,2929,PD43850m_P50_JNM_C7,TRUE,2954,12,1489.5,216
37,15,2638,PD43850m_P50_JNM_D6,TRUE,2668,13,1349,234
37,16,2919,PD43850m_P50_JNM_E6,TRUE,2949,14,1489.5,252
34,17,2566,PD43850m_P50_JNM_E7,TRUE,2568,10,1285,180
39,18,2370,PD43850h_P50_DNM_D1,TRUE,2370,8,1185,144
39,19,2075,PD43850l_P50_ILM_B5,TRUE,2075,9,1037.5,162
38,20,2650,PD43850m_P50_JNM_F6,TRUE,2650,7,1325,126
21,21,0,,FALSE,0,6.8125,0,122.625
21,22,4,100,FALSE,4,2.6875,2,48.375
22,23,5,100,FALSE,9,1.5,6.5,27
22,24,6,100,FALSE,10,3.875,7,69.75
24,25,9,100,FALSE,19,4.75,14.5,85.5
25,26,69,100,FALSE,88,5.5,53.5,99
21,27,0,8,FALSE,0,10.9375,0,196.875
27,28,0,1,FALSE,0,14.125,0,254.25
28,29,0,3,FALSE,0,17,0,306
29,30,0,9,FALSE,0,18.5,0,333
30,31,6,100,FALSE,6,17.5,3,315
30,32,11,100,FALSE,11,19.5,5.5,351
29,33,263,100,FALSE,263,15.5,131.5,279
28,34,2,79,FALSE,2,11.25,1,202.5
34,35,0,52,FALSE,2,12.5,2,225
35,36,23,100,FALSE,25,11.5,13.5,207
35,37,28,100,FALSE,30,13.5,16,243
27,38,0,3,FALSE,0,7.75,0,139.5
38,39,0,8,FALSE,0,8.5,0,153
