parent,node,branch.length,label,isTip,x,y,branch,angle
17,1,112,PD45767b_lo0001,TRUE,147,2,91,55.3846153846154
17,2,55,PD45767b_lo0011,TRUE,90,3,62.5,83.0769230769231
18,3,131,PD45767b_lo0009,TRUE,191,4,125.5,110.769230769231
18,4,148,PD45767b_lo0010,TRUE,208,5,134,138.461538461538
15,5,151,PD45767b_lo0003,TRUE,165,1,89.5,27.6923076923077
21,6,131,PD45767b_lo0002,TRUE,158,7,92.5,193.846153846154
21,7,103,PD45767b_lo0006,TRUE,130,8,78.5,221.538461538462
20,8,176,PD45767b_lo0008,TRUE,202,6,114,166.153846153846
24,9,136,PD45767b_lo0005,TRUE,214,12,146,332.307692307692
24,10,112,PD45767b_lo0013,TRUE,190,13,134,360
23,11,212,PD45767b_lo0012,TRUE,261,11,155,304.615384615385
25,12,8,PD45767b_lo0014,TRUE,179,9,175,249.230769230769
25,13,3,PD45767b_lo0015,TRUE,174,10,172.5,276.923076923077
14,14,0,,FALSE,0,5.46875,0,151.442307692308
14,15,14,100,FALSE,14,2.25,7,62.3076923076923
15,16,1,98,FALSE,15,3.5,14.5,96.9230769230769
16,17,20,100,FALSE,35,2.5,25,69.2307692307692
16,18,45,100,FALSE,60,4.5,37.5,124.615384615385
14,19,26,99,FALSE,26,8.6875,13,240.576923076923
19,20,0,100,FALSE,26,6.75,26,186.923076923077
20,21,1,100,FALSE,27,7.5,26.5,207.692307692308
19,22,8,100,FALSE,34,10.625,30,294.230769230769
22,23,15,100,FALSE,49,11.75,41.5,325.384615384615
23,24,29,100,FALSE,78,12.5,63.5,346.153846153846
22,25,137,100,FALSE,171,9.5,102.5,263.076923076923
