parent,node,branch.length,label,isTip,x,y,branch,angle
15,1,30,PD43950b_lo0022,TRUE,42,8,27,261.818181818182
15,2,22,PD43950b_lo0023,TRUE,34,9,23,294.545454545455
16,3,10,PD43950b_lo0030,TRUE,34,10,29,327.272727272727
16,4,14,PD43950b_lo0031,TRUE,38,11,31,360
17,5,35,PD43950b_lo0024,TRUE,45,6,27.5,196.363636363636
17,6,30,PD43950b_lo0025,TRUE,40,7,25,229.090909090909
19,7,10,PD43950b_lo0026,TRUE,29,1,24,32.7272727272727
19,8,16,PD43950b_lo0027,TRUE,35,2,27,65.4545454545455
21,9,11,PD43950b_lo0028,TRUE,24,4,18.5,130.909090909091
21,10,26,PD43950b_lo0029,TRUE,39,5,26,163.636363636364
20,11,48,PD43950b_lo0034,TRUE,59,3,35,98.1818181818182
12,12,0,,FALSE,0,5.3125,0,173.863636363636
12,13,6,100,FALSE,6,8,3,261.818181818182
13,14,1,100,FALSE,7,9.5,6.5,310.909090909091
14,15,5,100,FALSE,12,8.5,9.5,278.181818181818
14,16,17,100,FALSE,24,10.5,15.5,343.636363636364
13,17,4,100,FALSE,10,6.5,8,212.727272727273
12,18,10,90,FALSE,10,2.625,5,85.9090909090909
18,19,9,100,FALSE,19,1.5,14.5,49.0909090909091
18,20,1,95,FALSE,11,3.75,10.5,122.727272727273
20,21,2,100,FALSE,13,4.5,12,147.272727272727
