parent,node,branch.length,label,isTip,x,y,branch,angle
9,1,2942,PD46566b_lo0001,TRUE,2960,4,1489,240
10,2,1513,PD46566b_lo0007,TRUE,3533,5,2776.5,300
10,3,1581,PD46566b_lo0008,TRUE,3601,6,2810.5,360
8,4,3019,PD46566b_lo0004,TRUE,3020,3,1510.5,180
11,5,164,PD46566b_lo0002,TRUE,2654,1,2572,60
11,6,219,PD46566b_lo0003,TRUE,2709,2,2599.5,120
7,7,0,,FALSE,0,2.6875,0,161.25
7,8,1,96,FALSE,1,3.875,0.5,232.5
8,9,17,100,FALSE,18,4.75,9.5,285
9,10,2002,100,FALSE,2020,5.5,1019,330
7,11,2490,100,FALSE,2490,1.5,1245,90
