parent,node,branch.length,label,isTip,x,y,branch,angle
14,1,759,PD41853c_lo0012,TRUE,3498,2,3118.5,65.4545454545455
14,2,1006,PD41853c_lo0013,TRUE,3745,3,3242,98.1818181818182
13,3,3171,PD41853c_lo0021,TRUE,3174,1,1588.5,32.7272727272727
17,4,3023,PD41853c_lo0019,TRUE,3032,4,1520.5,130.909090909091
17,5,3125,PD41853c_lo0039,TRUE,3134,5,1571.5,163.636363636364
18,6,3712,PD41853c_lo0022,TRUE,3773,6,1917,196.363636363636
18,7,3919,PD41853c_lo0023,TRUE,3980,7,2020.5,229.090909090909
19,8,3240,PD41853c_lo0020,TRUE,3246,8,1626,261.818181818182
21,9,2793,PD41853c_lo0033,TRUE,2820,10,1423.5,327.272727272727
21,10,2919,PD41853c_lo0034,TRUE,2946,11,1486.5,360
20,11,3254,PD41853c_lo0038,TRUE,3260,9,1633,294.545454545455
12,12,0,,FALSE,0,4.46875,0,146.25
12,13,3,98,FALSE,3,1.75,1.5,57.2727272727273
13,14,2736,100,FALSE,2739,2.5,1371,81.8181818181818
12,15,2,97,FALSE,2,7.1875,1,235.227272727273
15,16,6,100,FALSE,8,5.5,5,180
16,17,1,98,FALSE,9,4.5,8.5,147.272727272727
16,18,53,100,FALSE,61,6.5,34.5,212.727272727273
15,19,4,88,FALSE,6,8.875,4,290.454545454545
19,20,0,28,FALSE,6,9.75,6,319.090909090909
20,21,21,100,FALSE,27,10.5,16.5,343.636363636364
