parent,node,branch.length,label,isTip,x,y,branch,angle
9,1,2562,PD45771b_lo0002,TRUE,3839,2,2558,120
9,2,3018,PD45771b_lo0003,TRUE,4295,3,2786,180
8,3,4806,PD45771b_lo0004,TRUE,4809,1,2406,60
11,4,4083,PD45771b_lo0005,TRUE,4404,5,2362.5,300
11,5,4023,PD45771b_lo0006,TRUE,4344,6,2332.5,360
10,6,4127,PD45771b_lo0007,TRUE,4141,4,2077.5,240
7,7,0,,FALSE,0,3.25,0,195
7,8,3,48,FALSE,3,1.75,1.5,105
8,9,1274,100,FALSE,1277,2.5,640,150
7,10,14,100,FALSE,14,4.75,7,285
10,11,307,100,FALSE,321,5.5,167.5,330
