parent,node,branch.length,label,isTip,x,y,branch,angle
12,1,393,PD43953b_lo0009,TRUE,401,6,204.5,308.571428571429
12,2,311,PD43953b_lo0012,TRUE,319,7,163.5,360
11,3,233,PD43953b_lo0013,TRUE,240,5,123.5,257.142857142857
13,4,244,PD43953b_lo0014,TRUE,317,3,195,154.285714285714
13,5,309,PD43953b_lo0015,TRUE,382,4,227.5,205.714285714286
9,6,397,PD43953b_lo0016,TRUE,398,2,199.5,102.857142857143
8,7,345,PD43953b_lo0010,TRUE,345,1,172.5,51.4285714285714
8,8,0,,FALSE,0,2.15625,0,110.892857142857
8,9,1,97,FALSE,1,3.3125,0.5,170.357142857143
9,10,4,98,FALSE,5,4.625,3,237.857142857143
10,11,2,95,FALSE,7,5.75,6,295.714285714286
11,12,1,48,FALSE,8,6.5,7.5,334.285714285714
10,13,68,100,FALSE,73,3.5,39,180
