parent,node,branch.length,label,isTip,x,y,branch,angle
20,1,54,PD43851j_P52_DDM_B4,TRUE,59,7,32,157.5
21,2,122,PD43851j_P52_DDM_F3,TRUE,153,8,92,180
21,3,117,PD43851j_P52_DDM_G3,TRUE,148,9,89.5,202.5
24,4,9,PD43851j_P52_DDM_B5,TRUE,12,11,7.5,247.5
24,5,74,PD43851m_P52_ILM_D1,TRUE,77,12,40,270
23,6,54,PD43851m_P52_ILM_A1,TRUE,57,10,30,225
26,7,288,PD43851j_P52_DDM_D3,TRUE,292,14,148,315
27,8,174,PD43851j_P52_DDM_G2,TRUE,178,15,91,337.5
27,9,81,PD43851j_P52_DDM_H3,TRUE,85,16,44.5,360
25,10,47,PD43851m_P52_ILM_H1,TRUE,50,13,26.5,292.5
18,11,216,PD43851j_P52_DDM_H2,TRUE,218,6,110,135
29,12,258,PD43851j_P52_DDM_C3,TRUE,262,1,133,22.5
29,13,170,PD43851j_P52_DDM_E3,TRUE,174,2,89,45
31,14,21,PD43851j_P52_DDM_C4,TRUE,22,4,11.5,90
31,15,62,PD43851j_P52_DDM_E2,TRUE,63,5,32,112.5
30,16,221,PD43851j_P52_DDM_D2,TRUE,221,3,110.5,67.5
17,17,0,,FALSE,0,5.3203125,0,119.70703125
17,18,2,1,FALSE,2,8.015625,1,180.3515625
18,19,0,1,FALSE,2,10.03125,2,225.703125
19,20,3,100,FALSE,5,7.75,3.5,174.375
20,21,26,100,FALSE,31,8.5,18,191.25
19,22,1,1,FALSE,3,12.3125,2.5,277.03125
22,23,0,100,FALSE,3,10.75,3,241.875
23,24,0,100,FALSE,3,11.5,3,258.75
22,25,0,2,FALSE,3,13.875,3,312.1875
25,26,1,9,FALSE,4,14.75,3.5,331.875
26,27,0,90,FALSE,4,15.5,4,348.75
17,28,0,1,FALSE,0,2.625,0,59.0625
28,29,4,100,FALSE,4,1.5,2,33.75
28,30,0,5,FALSE,0,3.75,0,84.375
30,31,1,100,FALSE,1,4.5,0.5,101.25
