parent,node,branch.length,label,isTip,x,y,branch,angle
17,1,2238,PD45767b_lo0001,TRUE,2617,2,1498,55.3846153846154
17,2,1647,PD45767b_lo0011,TRUE,2026,3,1202.5,83.0769230769231
18,3,2029,PD45767b_lo0009,TRUE,3017,4,2002.5,110.769230769231
18,4,2278,PD45767b_lo0010,TRUE,3266,5,2127,138.461538461538
15,5,2672,PD45767b_lo0003,TRUE,2683,1,1347,27.6923076923077
21,6,2357,PD45767b_lo0002,TRUE,2370,7,1191.5,193.846153846154
21,7,2507,PD45767b_lo0006,TRUE,2520,8,1266.5,221.538461538462
20,8,2979,PD45767b_lo0008,TRUE,2987,6,1497.5,166.153846153846
24,9,2422,PD45767b_lo0005,TRUE,2972,12,1761,332.307692307692
24,10,2285,PD45767b_lo0013,TRUE,2835,13,1692.5,360
23,11,3273,PD45767b_lo0012,TRUE,3485,11,1848.5,304.615384615385
25,12,106,PD45767b_lo0014,TRUE,2656,9,2603,249.230769230769
25,13,85,PD45767b_lo0015,TRUE,2635,10,2592.5,276.923076923077
14,14,0,,FALSE,0,5.46875,0,151.442307692308
14,15,11,100,FALSE,11,2.25,5.5,62.3076923076923
15,16,0,98,FALSE,11,3.5,11,96.9230769230769
16,17,368,100,FALSE,379,2.5,195,69.2307692307692
16,18,977,100,FALSE,988,4.5,499.5,124.615384615385
14,19,4,99,FALSE,4,8.6875,2,240.576923076923
19,20,4,100,FALSE,8,6.75,6,186.923076923077
20,21,5,100,FALSE,13,7.5,10.5,207.692307692308
19,22,35,100,FALSE,39,10.625,21.5,294.230769230769
22,23,173,100,FALSE,212,11.75,125.5,325.384615384615
23,24,338,100,FALSE,550,12.5,381,346.153846153846
22,25,2511,100,FALSE,2550,9.5,1294.5,263.076923076923
