parent,node,branch.length,label,isTip,x,y,branch,angle
15,1,316,PD43950b_lo0022,TRUE,376,8,218,261.818181818182
15,2,273,PD43950b_lo0023,TRUE,333,9,196.5,294.545454545455
16,3,370,PD43950b_lo0030,TRUE,588,10,403,327.272727272727
16,4,222,PD43950b_lo0031,TRUE,440,11,329,360
17,5,394,PD43950b_lo0024,TRUE,426,6,229,196.363636363636
17,6,482,PD43950b_lo0025,TRUE,514,7,273,229.090909090909
19,7,205,PD43950b_lo0026,TRUE,323,1,220.5,32.7272727272727
19,8,185,PD43950b_lo0027,TRUE,303,2,210.5,65.4545454545455
21,9,311,PD43950b_lo0028,TRUE,323,4,167.5,130.909090909091
21,10,389,PD43950b_lo0029,TRUE,401,5,206.5,163.636363636364
20,11,597,PD43950b_lo0034,TRUE,601,3,302.5,98.1818181818182
12,12,0,,FALSE,0,5.3125,0,173.863636363636
12,13,7,100,FALSE,7,8,3.5,261.818181818182
13,14,20,100,FALSE,27,9.5,17,310.909090909091
14,15,33,100,FALSE,60,8.5,43.5,278.181818181818
14,16,191,100,FALSE,218,10.5,122.5,343.636363636364
13,17,25,100,FALSE,32,6.5,19.5,212.727272727273
12,18,3,90,FALSE,3,2.625,1.5,85.9090909090909
18,19,115,100,FALSE,118,1.5,60.5,49.0909090909091
18,20,1,95,FALSE,4,3.75,3.5,122.727272727273
20,21,8,100,FALSE,12,4.5,8,147.272727272727
