parent,node,branch.length,label,isTip,x,y,branch,angle
15,1,2460,PD43402c_lo0025,TRUE,2476,8,1246,240
17,2,2171,PD43402c_lo0026,TRUE,3060,10,1974.5,300
18,3,600,PD43402c_lo0027,TRUE,2751,11,2451,330
18,4,1880,PD43402c_lo0028,TRUE,4031,12,3091,360
16,5,2468,PD43402c_lo0029,TRUE,2616,9,1382,270
19,6,1865,PD43402d_lo0001,TRUE,3191,6,2258.5,180
19,7,2075,PD43402d_lo0002,TRUE,3401,7,2363.5,210
20,8,3012,PD43402d_lo0003,TRUE,3016,1,1510,30
22,9,1549,PD43402d_lo0004,TRUE,2290,2,1515.5,60
22,10,1421,PD43402d_lo0005,TRUE,2162,3,1451.5,90
23,11,1193,PD43402d_lo0006,TRUE,2404,4,1807.5,120
23,12,1303,PD43402d_lo0007,TRUE,2514,5,1862.5,150
13,13,0,,FALSE,0,4.984375,0,149.53125
13,14,5,100,FALSE,5,7.71875,2.5,231.5625
14,15,11,100,FALSE,16,8.9375,10.5,268.125
15,16,132,100,FALSE,148,9.875,82,296.25
16,17,741,100,FALSE,889,10.75,518.5,322.5
17,18,1262,100,FALSE,2151,11.5,1520,345
14,19,1321,100,FALSE,1326,6.5,665.5,195
13,20,4,100,FALSE,4,2.25,2,67.5
20,21,640,100,FALSE,644,3.5,324,105
21,22,97,100,FALSE,741,2.5,692.5,75
21,23,567,100,FALSE,1211,4.5,927.5,135
