parent,node,branch.length,label,isTip,x,y,branch,angle
17,1,408,PD46565b_lo0001,TRUE,437,3,233,83.0769230769231
17,2,405,PD46565b_lo0002,TRUE,434,4,231.5,110.769230769231
18,3,451,PD46565b_lo0003,TRUE,472,5,246.5,138.461538461538
18,4,311,PD46565b_lo0004,TRUE,332,6,176.5,166.153846153846
19,5,162,PD46565b_lo0005,TRUE,188,1,107,27.6923076923077
19,6,234,PD46565b_lo0006,TRUE,260,2,143,55.3846153846154
21,7,170,PD46565c_lo0001,TRUE,212,7,127,193.846153846154
22,8,77,PD46565c_lo0009,TRUE,140,8,101.5,221.538461538462
22,9,221,PD46565c_lo0010,TRUE,284,9,173.5,249.230769230769
23,10,447,PD46565c_lo0002,TRUE,488,10,264.5,276.923076923077
25,11,119,PD46565c_lo0004,TRUE,185,12,125.5,332.307692307692
25,12,146,PD46565c_lo0008,TRUE,212,13,139,360
24,13,814,PD46565c_lo0006,TRUE,857,11,450,304.615384615385
14,14,0,,FALSE,0,6.15625,0,170.480769230769
14,15,19,100,FALSE,19,3,9.5,83.0769230769231
15,16,1,100,FALSE,20,4.5,19.5,124.615384615385
16,17,9,100,FALSE,29,3.5,24.5,96.9230769230769
16,18,1,50,FALSE,21,5.5,20.5,152.307692307692
15,19,7,100,FALSE,26,1.5,22.5,41.5384615384615
14,20,40,98,FALSE,40,9.3125,20,257.884615384615
20,21,2,92,FALSE,42,7.75,41,214.615384615385
21,22,21,100,FALSE,63,8.5,52.5,235.384615384615
20,23,1,27,FALSE,41,10.875,40.5,301.153846153846
23,24,2,100,FALSE,43,11.75,42,325.384615384615
24,25,23,100,FALSE,66,12.5,54.5,346.153846153846
