parent,node,branch.length,label,isTip,x,y,branch,angle
14,1,2870,PD43853b_lo0020,TRUE,3006,6,1571,196.363636363636
14,2,2066,PD43853b_lo0021,TRUE,2202,7,1169,229.090909090909
17,3,2505,PD43853b_lo0022,TRUE,3872,10,2619.5,327.272727272727
17,4,1653,PD43853b_lo0023,TRUE,3020,11,2193.5,360
16,5,2485,PD43853b_lo0025,TRUE,3045,9,1802.5,294.545454545455
15,6,2966,PD43853b_lo0024,TRUE,3522,8,2039,261.818181818182
20,7,2952,PD43853c_lo0016,TRUE,2973,2,1497,65.4545454545455
20,8,2260,PD43853c_lo0019,TRUE,2281,3,1151,98.1818181818182
21,9,998,PD43853c_lo0017,TRUE,2619,4,2120,130.909090909091
21,10,1035,PD43853c_lo0018,TRUE,2656,5,2138.5,163.636363636364
18,11,2863,PD43853c_lo0020,TRUE,2864,1,1432.5,32.7272727272727
12,12,0,,FALSE,0,4.96875,0,162.613636363636
12,13,38,100,FALSE,38,7.6875,19,251.590909090909
13,14,98,100,FALSE,136,6.5,87,212.727272727273
13,15,518,100,FALSE,556,8.875,297,290.454545454545
15,16,4,95,FALSE,560,9.75,558,319.090909090909
16,17,807,100,FALSE,1367,10.5,963.5,343.636363636364
12,18,1,35,FALSE,1,2.25,0.5,73.6363636363636
18,19,7,100,FALSE,8,3.5,4.5,114.545454545455
19,20,13,100,FALSE,21,2.5,14.5,81.8181818181818
19,21,1613,100,FALSE,1621,4.5,814.5,147.272727272727
