0 1 2 3 4 5 6 7 8 9
PD41851_6 0.00416881355932203 0.602016271186441 0.174760451977401 0.064109604519774 0.140278644067797 0.0082406779661017 0.00229943502824859 0.00242892655367232 0.00147728813559322 0.000219887005649718
PD41851_10 0.00716338582677165 0.605307742782152 0.226001749781277 0.0685129046369204 0.0814041994750656 0.00207589676290464 0.00695100612423447 0.00207808398950131 0.000463692038495188 4.13385826771654e-05
PD41851_14 0.0157257383966245 0.716561181434599 0.198666666666667 0.0302362869198312 0.0109746835443038 0.0100084388185654 0.00559915611814346 0.010126582278481 0.00189451476793249 0.000206751054852321
PD41852_10 0.0290465334900117 0.738501292596945 0.144698942420682 0.0248451233842538 0.0313755581668625 0.00345922444183314 0.0217863689776733 0.00272808460634548 0.00342820211515864 0.000130669800235018
PD41852_1 0.0165438202247191 0.603133988764045 0.311099438202247 0.0507952247191011 0.00832331460674157 0.00310730337078652 0.00263904494382022 0.00309915730337079 0.00121629213483146 4.24157303370787e-05
PD41852_9 0.00384178870292887 0.684175209205021 0.204911087866109 0.0378556485355649 0.0559061192468619 0.00349973849372385 0.000850418410041841 0.00597672594142259 0.00281328451882845 0.000169979079497908
PD41852_3 0.012751721344674 0.652275820170109 0.274969623329283 0.0291466180639935 0.0180805994329688 0.00855042527339004 0.00158161198865938 0.00219279060348319 0.000374240583232078 7.65492102065614e-05
PD41852_2 0.0059594546106925 0.650667743092932 0.234719052744887 0.0652859705776821 0.00505740940078938 0.00527125941872982 0.0293649085037675 0.00307140294223179 0.000526013634732688 7.67850735557948e-05
PD41852_4 0.0103062261753494 0.655728081321474 0.204218551461245 0.0353372299872935 0.0711013977128335 0.00395832274459975 0.00695273189326557 0.0110899618805591 0.00101829733163914 0.000289199491740788
PD41852_11 0.0058461340868225 0.719721037760082 0.195072694580015 0.0398127408168508 0.0278189057282302 0.00132879527356794 0.00684998715643463 0.00271538659131775 0.000796044181864886 3.82738248137683e-05
PD41852_8 0.00387111111111111 0.697738412698413 0.230636825396825 0.0536574603174603 0.00132285714285714 0.00254920634920635 0.0069952380952381 0.00203206349206349 0.0011168253968254 8e-05
PD41852_6 0.0123940520446097 0.670623296158612 0.22698667905824 0.00956195786864932 0.0657001239157373 0.0042134448574969 0.004090458488228 0.00579429987608426 0.000328686493184634 0.000307001239157373
PD41852_17 0.0166076443057722 0.626163806552262 0.158252730109204 0.0669274570982839 0.120329953198128 0.0055390015600624 0.00138065522620905 0.00366458658346334 0.000979719188767551 0.000154446177847114
PD41852_5 0.00915564087418783 0.709807442409923 0.240860011813349 0.0192728883638512 0.0120073833431778 0.00224128765505021 0.00431393975191967 0.00146574128765505 0.000785883047844064 8.97814530419374e-05
PD41852_7 0.00710700636942675 0.734463057324841 0.167982484076433 0.00873662420382166 0.0453433121019108 0.00940573248407643 0.022193949044586 0.00336178343949045 0.000710191082802548 0.000695859872611465
PD41852_19 0.00589210526315789 0.773939473684211 0.177194736842105 0.0155131578947368 0.00772368421052632 0.00502368421052632 0.00537368421052632 0.00481578947368421 0.00428947368421053 0.000234210526315789
PD41853_6 0.00265625 0.835189385775862 0.142355603448276 0.0104512392241379 0.000980603448275862 0.00126966594827586 0.00608432112068966 0.000722790948275862 0.000254310344827586 3.58297413793103e-05
PD41853_3 0.0219132765689057 0.705496688741722 0.20614601072217 0.00246452223273415 0.0480378429517502 0.00366225165562914 0.00126048565121413 0.00940239672027752 0.00126647745190792 0.000350047303689688
PD41853_11 0.01529963122311 0.742610018438845 0.211165334972342 0.00186447449293178 0.023999078057775 0.00219637369391518 0.000597725875845114 0.00180823601720959 0.000378303626306085 8.08236017209588e-05
PD41853_8 0.0170787037037037 0.771481481481481 0.18295524691358 0.00438950617283951 0.0156962962962963 0.00247098765432099 0.0015929012345679 0.00277067901234568 0.00140277777777778 0.00016141975308642
PD41853_14 0.00200548245614035 0.768952119883041 0.216848684210526 0.00661330409356725 0.000994883040935672 0.00217214912280702 0.00099780701754386 0.00107383040935673 0.00031469298245614 2.7046783625731e-05
PD41853_5 0.01150176 0.72956768 0.23217504 0.00326016 0.01546208 0.0024352 0.00354496 0.00125632 0.00073728 5.952e-05
PD41853_10 0.00423398424117849 0.705390544707092 0.27473381294964 0.00574511819116136 0.00116478245974649 0.00160020554984584 0.00375231243576567 0.00248715313463515 0.000831791709489551 6.02946214457006e-05
PD41853_9 0.0167862513426423 0.650824919441461 0.298334407447189 0.00521947726459005 0.0224171142141067 0.00360973863229502 0.000553884711779449 0.00176369495166488 0.000447905477980666 4.26065162907268e-05
PD41853_4 0.00439464108501489 0.753107839894145 0.231038703274892 0.00266027125372147 0.00281243797552101 0.00251935163744625 0.000480317565332451 0.00214555077737347 0.000757856434005954 8.30301025471386e-05
PD41853_2 0.002279324055666 0.905292246520875 0.076434393638171 0.00696918489065606 0.00133300198807157 0.00238071570576541 0.001220675944334 0.00291948310139165 0.000877733598409543 0.00029324055666004
PD41853_7 0.0223549374840521 0.668283745853534 0.151126307731564 0.00527660117376882 0.141392957387089 0.00346261801479969 0.00372875733605512 0.00265680020413371 0.00156851237560602 0.000148762439397806
PD41853_1 0.0039038208168643 0.872847167325428 0.100383399209486 0.00506851119894598 0.000942028985507246 0.00569038208168643 0.00122002635046113 0.00757444005270092 0.00220816864295125 0.000162055335968379
PD41853_18 0.00435849056603774 0.928301886792453 0.0441320754716981 0.00577358490566038 0.0040188679245283 0.0049622641509434 0.00188679245283019 0.00532075471698113 0.00107547169811321 0.000169811320754717
PD42833_3 0.0173922783603432 0.622900381315539 0.220926596758818 0.125704003813155 0.00212392755004766 0.00344613918017159 0.00149475691134414 0.00529647283126787 0.00047998093422307 0.000235462345090562
PD42833_1 0.00882377516141284 0.663105203190277 0.165685529813901 0.136491834409419 0.00212761109001139 0.00251955943790353 0.00217546524876567 0.0164097987086973 0.00242043296619825 0.000240789973414356
PD42833_2 0.0067743288590604 0.634776426174497 0.191345218120805 0.133272651006711 0.00305872483221477 0.0179828020134228 0.00238464765100671 0.00469756711409396 0.00105788590604027 0.00464974832214765
PD42833_9 0.0066374269005848 0.719119298245614 0.15800701754386 0.0912818713450292 0.00199415204678363 0.0122982456140351 0.0066 0.00300350877192982 0.000470175438596491 0.000588304093567251
PD42833_11 0.0190193798449612 0.645341085271318 0.143612403100775 0.147286821705426 0.00810852713178295 0.0172480620155039 0.00261240310077519 0.0130503875968992 0.00344573643410853 0.000275193798449612
PD42833_5 0.00861919504643963 0.643139318885449 0.241934984520124 0.0718544891640867 0.00654798761609907 0.00345201238390093 0.0152414860681115 0.00778328173374613 0.00135913312693498 6.81114551083591e-05
PD42833_10 0.0321164383561644 0.767547945205479 0.0941369863013699 0.0315753424657534 0.0290342465753425 0.00788356164383562 0.00608219178082192 0.00558219178082192 0.00363698630136986 0.0224041095890411
PD42833_4 0.0540936329588015 0.615651685393258 0.242588014981273 0.0221011235955056 0.0400898876404494 0.00916104868913858 0.00428464419475655 0.0101685393258427 0.00165168539325843 0.000209737827715356
PD42834_4 0.074940830449827 0.554231487889273 0.217513494809689 0.116724567474048 0.00214602076124567 0.00652525951557093 0.00830103806228374 0.0168543252595156 0.00266193771626298 0.000101038062283737
PD42834_3 0.00755802792321117 0.625995636998255 0.187418411867365 0.14554057591623 0.00204581151832461 0.0081348167539267 0.0150837696335079 0.00648211169284468 0.00165532286212914 8.55148342059337e-05
PD42834_7 0.0202361111111111 0.573156156156156 0.29429542042042 0.0841557807807808 0.00715690690690691 0.00647334834834835 0.00181831831831832 0.00598723723723724 0.00662537537537538 9.53453453453453e-05
PD42834_2 0.0180545842217484 0.561349253731343 0.258266524520256 0.0889543710021322 0.00428955223880597 0.0121884861407249 0.00856673773987207 0.00999402985074627 0.0382004264392324 0.000136034115138593
PD42834_1 0.00562306306306306 0.599352072072072 0.216352432432432 0.15906018018018 0.00141513513513514 0.00415711711711712 0.00263171171171171 0.0109027027027027 0.000452252252252252 5.33333333333333e-05
PD42834_5 0.0246799719887955 0.577515756302521 0.185046218487395 0.148074929971989 0.0194467787114846 0.0153536414565826 0.0182307422969188 0.00886624649859944 0.00268102240896359 0.0001046918767507
PD42834_6 0.0204610462928114 0.540035001881822 0.222196462175386 0.143784719608581 0.0206319156943922 0.0273718479488145 0.0197696650357546 0.00396838539706436 0.00149115543846443 0.000289800526910049
PD42834_12 0.00832515337423313 0.623441717791411 0.264033742331288 0.0662453987730061 0.00329447852760736 0.0172269938650307 0.005 0.00928834355828221 0.00246932515337423 0.000674846625766871
PD42835_7 0.0184954280964256 0.543347464671654 0.27754280964256 0.0287527015793849 0.013859102244389 0.0374700748129676 0.004571072319202 0.0173894430590191 0.0573678304239401 0.00120407315045719
PD42835_5 0.0131450800915332 0.586477803203661 0.331043020594966 0.0222764302059497 0.0171766590389016 0.0176562929061785 0.00626544622425629 0.00407093821510298 0.000953318077803204 0.000935011441647597
PD42835_8 0.0126614279299506 0.534843286933094 0.303103277952402 0.0168792096991468 0.00851189941625505 0.025482712168837 0.00420745397395599 0.02182712168837 0.0550089806915132 0.0174746295464751
PD42835_1 0.00487905048982668 0.602415599095705 0.213529389600603 0.060810851544838 0.0712053504144687 0.0155033911077619 0.00119329314242653 0.00731650339110776 0.00187603617181613 0.0212705350414469
PD42835_9 0.0162107371794872 0.556086538461538 0.263711939102564 0.0206614583333333 0.0260424679487179 0.0633818108974359 0.00115665064102564 0.00383173076923077 0.0370741185897436 0.0118425480769231
PD42835_6 0.0129372533543804 0.7058681925809 0.17616771902131 0.0393018942383583 0.0319534333070245 0.0174348855564325 0.00204735595895817 0.00513772691397001 0.00896685082872928 0.000184688239936859
PD42835_3 0.00444784768211921 0.594238824503311 0.270956125827815 0.0358861754966887 0.0032512417218543 0.0072942880794702 0.000951986754966887 0.00538203642384106 0.0204954470198675 0.0570960264900662
PD42835_4 0.0141335215812828 0.592461476401775 0.290195240016136 0.0344493747478822 0.00725857200484066 0.00704840661557079 0.00322226704316257 0.0104231544977814 0.00832150060508269 0.0324864864864865
PD42835_2 0.00593243243243243 0.61677773826458 0.218589971550498 0.0568367709815078 0.0354697724039829 0.0183780227596017 0.00172119487908962 0.0144174964438122 0.0150953058321479 0.0167812944523471
PD42835_17 0.0088268156424581 0.635508379888268 0.250765363128492 0.0527653631284916 0.00427932960893855 0.0142849162011173 0.0170782122905028 0.0139329608938547 0.00227932960893855 0.000279329608938547
PD43400_2 0.0194837743384923 0.674311532700949 0.216599101347978 0.0296340489266101 0.00847928107838243 0.0066645032451323 0.0015416874687968 0.0417878182725911 0.0012491263105342 0.000249126310534199
PD43400_3 0.00875084427767355 0.728947842401501 0.127922326454034 0.0862720450281426 0.0140075046904315 0.0139050656660413 0.00124727954971857 0.0150960600375235 0.00303977485928705 0.00081125703564728
PD43400_4 0.0158431677018634 0.740673913043478 0.117737965838509 0.0695310559006211 0.000940605590062112 0.0278676242236025 0.00508385093167702 0.0215916149068323 0.000668866459627329 6.13354037267081e-05
PD43400_1 0.00595611896635787 0.724613359336909 0.241421257922964 0.00942857142857143 0.00373037542662116 0.00307459775719161 0.00150950755728913 0.00663139931740614 0.00246075085324232 0.0011740614334471
PD43400_9 0.00858281161070006 0.787554923164485 0.115284575981787 0.0169163346613546 0.0390756972111554 0.00540068298235629 0.00497666476949345 0.0114171883892999 0.000422310756972112 0.0103688104723961
PD43400_7 0.0153227586206897 0.779633103448276 0.1625 0.00870896551724138 0.00283379310344828 0.0112186206896552 0.00098551724137931 0.0139020689655172 0.00476965517241379 0.00012551724137931
PD43400_5 0.0074301578024547 0.727185271770894 0.174571595558153 0.00739362945645821 0.00541759205143191 0.0576928696668615 0.00255376972530684 0.0164330800701344 0.00103974284044418 0.0002822910578609
PD43400_8 0.06403125 0.7261171875 0.114734375 0.0145859375 0.00546875 0.02928125 0.0043203125 0.0345546875 0.00628125 0.000625
PD43401_1 0.0237769080234834 0.421379647749511 0.267402152641879 0.00944227005870841 0.238763209393346 0.0249500978473581 0.00154011741682975 0.0116037181996086 0.000774951076320939 0.00036692759295499
PD43401_5 0.0170603337612323 0.551490372272144 0.375005776636714 0.00957317073170732 0.00199486521181001 0.0350481386392811 0.00126636713735558 0.00660269576379974 0.00149614890885751 0.000462130937098845
PD43401_8 0.00525684210526316 0.587917894736842 0.353145263157895 0.0230736842105263 0.00317894736842105 0.0124968421052632 0.00264 0.0106863157894737 0.00148842105263158 0.000115789473684211
PD43401_3 0.00759630200308166 0.571476117103236 0.392607858243451 0.00516640986132512 0.00745608628659476 0.00928813559322034 0.00122419106317411 0.00402696456086287 0.0010231124807396 0.00013482280431433
PD43401_2 0.0199878378378378 0.582471621621622 0.359095945945946 0.00626351351351351 0.0062527027027027 0.0125256756756757 0.00142837837837838 0.00833783783783784 0.00340810810810811 0.000228378378378378
PD43401_4 0.00276739926739927 0.497038461538462 0.474517094017094 0.00731501831501831 0.00103785103785104 0.0103888888888889 0.000916361416361416 0.0045964590964591 0.00125335775335775 0.000169108669108669
PD43401_7 0.00411019736842105 0.649496710526316 0.288162828947368 0.0410690789473684 0.00185361842105263 0.00474177631578947 0.00418421052631579 0.00333717105263158 0.00281414473684211 0.000230263157894737
PD43401_9 0.00825 0.668172077922078 0.238512987012987 0.0226136363636364 0.00921753246753247 0.0396688311688312 0.00246753246753247 0.00875324675324675 0.00219805194805195 0.000146103896103896
PD43402_8 0.0231049136786189 0.685495683930943 0.202962483399734 0.0523745019920319 0.0114103585657371 0.00901128818061089 0.0011636786188579 0.0130999335989376 0.00132403718459495 5.31208499335989e-05
PD43402_5 0.0079870340356564 0.644128038897893 0.304325364667747 0.0194987844408428 0.00932779578606159 0.00301499189627229 0.00439262560777958 0.00573581847649919 0.00144732576985413 0.000142220421393841
PD43402_18 0.00776782884310618 0.697495245641838 0.22871236133122 0.0206870047543582 0.0332559429477021 0.00433042789223455 0.00428526148969889 0.00254675118858954 0.000806656101426307 0.000112519809825674
PD43402_10 0.0264384236453202 0.573736101337087 0.302379310344828 0.0397543983110486 0.00615200562983814 0.00487403237156932 0.00217382125263899 0.0380154820548909 0.00631878958479944 0.000157635467980296
PD43402_17 0.00639676113360324 0.802881241565452 0.085 0.0923522267206478 0.00391497975708502 0.0032442645074224 0.00265991902834008 0.00178677462887989 0.00150067476383266 0.000263157894736842
PD43402_23 0.0076984126984127 0.652486772486772 0.302691358024691 0.00888183421516755 0.00234391534391534 0.0178624338624339 0.00255202821869489 0.0044373897707231 0.000848324514991182 0.000197530864197531
PD43402_2 0.0166269000460617 0.766392906494703 0.163457392906495 0.0128272685398434 0.00499539382772916 0.0296577614002764 0.00260432980193459 0.00211008751727315 0.00123030861354215 9.76508521418701e-05
PD43402_6 0.00468150134048257 0.615188203753351 0.22986327077748 0.0116139410187668 0.109082573726542 0.00611099195710456 0.00433243967828418 0.0183436997319035 0.000708310991957105 7.50670241286863e-05
PD43402_12 0.00519570222563315 0.67172755180353 0.266635456638527 0.0287797390636992 0.00362701458173446 0.00323330775134305 0.00286415963161934 0.0160107444359171 0.00171603990790484 0.000210283960092095
PD43402_4 0.0167085106382979 0.656132446808511 0.218889361702128 0.0410829787234043 0.0409771276595745 0.0125515957446809 0.00176542553191489 0.00774468085106383 0.00387234042553191 0.000275531914893617
PD43402_11 0.00688851634534786 0.617414920368818 0.316585079631182 0.0185515507124895 0.00160771165129925 0.0139941324392288 0.00272003352891869 0.0201240569991618 0.00139145012573345 0.00072254819782062
PD43402_21 0.0182046875 0.7250890625 0.2073 0.0065328125 0.0055015625 0.0107109375 0.0018234375 0.021890625 0.0022953125 0.0006515625
PD43402_9 0.00888185926404132 0.63281471917366 0.285916074887024 0.0152130406714009 0.00637830858618464 0.00985926404131698 0.00221045836023241 0.0343653970303422 0.00407876049063912 0.000282117495158167
PD43402_1 0.0192548780487805 0.67779837398374 0.237714227642276 0.0112044715447154 0.00954715447154472 0.03585 0.00168089430894309 0.00533130081300813 0.00153983739837398 7.88617886178862e-05
PD43402_7 0.00907855421686747 0.62160578313253 0.203213493975904 0.0542077108433735 0.0644033734939759 0.0271802409638554 0.00111855421686747 0.0163802409638554 0.00272096385542169 9.10843373493976e-05
PD43402_3 0.00891833333333333 0.754495 0.156408333333333 0.0500016666666667 0.00156333333333333 0.006795 0.01276 0.0056 0.00301333333333333 0.000445
PD43402_19 0.0111635124905375 0.613828160484481 0.0777956093868282 0.0406835730507192 0.216164269492808 0.035559424678274 0.00175170325510977 0.00212490537471612 0.000781983345950038 0.000146858440575322
PD43402_22 0.0151340206185567 0.53940206185567 0.37919587628866 0.030979381443299 0.0144639175257732 0.00991752577319588 0.00189690721649485 0.00715463917525773 0.00163917525773196 0.000216494845360825
PD43402_16 0.0173030303030303 0.783242424242424 0.125674242424242 0.0205151515151515 0.0158333333333333 0.0117878787878788 0.00317424242424242 0.018530303030303 0.00281060606060606 0.00112878787878788
PD43403_9 0.00392556508183944 0.805551052221356 0.117913484021824 0.0350888542478566 0.00208495713172253 0.0301882307092751 0.00205884645362432 0.00250233826968044 0.000590802805923617 9.58690568978956e-05
PD43403_7 0.00543407960199005 0.788256633499171 0.138982172470978 0.0458134328358209 0.00370771144278607 0.00894402985074627 0.00264262023217247 0.00519651741293532 0.000859452736318408 0.00016334991708126
PD43403_4 0.00586697247706422 0.802549148099607 0.115697247706422 0.0327096985583224 0.00239842726081258 0.00502948885976409 0.00474836173001311 0.0283086500655308 0.00082437745740498 0.00186762778505898
