SBS1	SBS5	SBS18	SBS2	SBS13	SBS88	SBS35	SBS40	SBS41	SBS17b
PD41853_11	0.411778429660901	0.519488337103294	0.068733233235805	0	0	0	0	0	0	0
PD41853_8	0.414064495500885	0.506369248020003	0.0795662564791112	0	0	0	0	0	0	0
PD41853_14	0.412281382123707	0.493495530684087	0.0942230871922056	0	0	0	0	0	0	0
PD41853_5	0.39602532741213	0.526424805163933	0.0775498674239366	0	0	0	0	0	0	0
PD41853_10	0.377832706978084	0.542496336646112	0.0796709563758046	0	0	0	0	0	0	0
PD41853_9	0.343859637252385	0.57551600864902	0.0806243540985945	0	0	0	0	0	0	0
PD41853_4	0.405501744331979	0.531232305802787	0.0632659498652333	0	0	0	0	0	0	0
PD41853_2	0.515057641305646	0.390465161106885	0.0944771975874688	0	0	0	0	0	0	0
PD41853_7	0.369357476537856	0.410064852378253	0.0823376134436307	0.072232448800929	0.0660076088393314	0	0	0	0	0
PD41853_1	0.492439238207649	0.452055663976185	0.0555050978161657	0	0	0	0	0	0	0
PD41853_18	0.692916088469726	0.307083911530274	0	0	0	0	0	0	0	0
PD42833_3	0.339318585290353	0.476031830838423	0.184649583871225	0	0	0	0	0	0	0
PD42833_1	0.366925268776375	0.438741426245673	0.194333304977951	0	0	0	0	0	0	0
PD42833_2	0.34761979421397	0.446909009979042	0.205471195806988	0	0	0	0	0	0	0
PD42833_9	0.388277539565907	0.420866442470019	0.190856017964074	0	0	0	0	0	0	0
PD42833_11	0.326723233833101	0.446964953440408	0.226311812726491	0	0	0	0	0	0	0
PD42833_5	0.336957281663741	0.490214180056814	0.172828538279445	0	0	0	0	0	0	0
PD42833_10	0.416218831400738	0.449302328622652	0.13447883997661	0	0	0	0	0	0	0
PD42833_4	0.296208540540437	0.599129312311089	0.104662147148473	0	0	0	0	0	0	0
PD42834_4	0.306287068158006	0.525760587034667	0.167952344807327	0	0	0	0	0	0	0
PD42834_3	0.33990012430249	0.450990964026932	0.209108911670578	0	0	0	0	0	0	0
PD42834_7	0.305656104878519	0.552943096131764	0.141400798989717	0	0	0	0	0	0	0
PD42834_2	0.299096562528745	0.557097582237809	0.143805855233446	0	0	0	0	0	0	0
PD42834_1	0.330336310610886	0.461877983150499	0.207785706238614	0	0	0	0	0	0	0
PD42834_5	0.316766365176025	0.480542145922566	0.202691488901409	0	0	0	0	0	0	0
PD42834_6	0.293929857960703	0.503066319903426	0.203003822135871	0	0	0	0	0	0	0
PD42834_12	0.324927469130965	0.529487211515695	0.14558531935334	0	0	0	0	0	0	0
PD42835_7	0.288311588459469	0.611474997457146	0.100213414083385	0	0	0	0	0	0	0
PD42835_5	0.310815473612401	0.584260099222217	0.104924427165383	0	0	0	0	0	0	0
PD42835_8	0.279189591013396	0.633960254197958	0.0868501547886457	0	0	0	0	0	0	0
PD42835_1	0.329291190083336	0.469965426780817	0.131756919903601	0.0315139037826088	0.0374725594496373	0	0	0	0	0
PD42835_9	0.297509947104556	0.485789867853385	0.0724746642404174	0	0	0	0	0.144225520801642	0	0
PD42835_6	0.380167073685424	0.497638883051856	0.12219404326272	0	0	0	0	0	0	0
PD42835_3	0.313480804364025	0.580635803746429	0.105883391889546	0	0	0	0	0	0	0
PD42835_4	0.311635743785775	0.582548280375938	0.105815975838287	0	0	0	0	0	0	0
PD42835_2	0.326792222178434	0.555290776319873	0.117917001501693	0	0	0	0	0	0	0
PD42835_17	0.320967094419403	0.520535861020449	0.158497044560147	0	0	0	0	0	0	0
PD43400_2	0.358935130828915	0.529233558440797	0.111831310730288	0	0	0	0	0	0	0
PD43400_3	0.394284190335585	0.453084639621247	0.152631170043168	0	0	0	0	0	0	0
PD43400_4	0.403888116955316	0.436217594481688	0.159894288562996	0	0	0	0	0	0	0
PD43400_1	0.393705682656484	0.517131526674784	0.0891627906687311	0	0	0	0	0	0	0
PD43400_9	0.426887676864957	0.464897201021353	0.10821512211369	0	0	0	0	0	0	0
PD43400_7	0.423707346560991	0.48999826183917	0.0862943915998396	0	0	0	0	0	0	0
PD43400_5	0.397289992033183	0.398805163292446	0.0705489847838637	0	0	0	0	0.133355859890508	0	0
PD43400_8	0.39275850352629	0.55024935449679	0.05699214197692	0	0	0	0	0	0	0
PD43401_1	0.23495159592577	0.553021702742365	0	0.0780273581500893	0.133999343181776	0	0	0	0	0
PD43401_5	0.28879841693327	0.62221357103606	0.0889880120306705	0	0	0	0	0	0	0
PD43401_8	0.30007108238476	0.612176171456389	0.08775274615885	0	0	0	0	0	0	0
PD43401_3	0.298625395303186	0.641002308512558	0.0603722961842561	0	0	0	0	0	0	0
PD43401_2	0.315482688514089	0.612573708613782	0.0719436028721293	0	0	0	0	0	0	0
PD43401_4	0.258698684407839	0.679694466668325	0.0616068489238359	0	0	0	0	0	0	0
PD43401_7	0.352032025276769	0.514256384185363	0.133711590537868	0	0	0	0	0	0	0
PD43401_9	0.332106006774513	0.584026582942755	0.0838674102827324	0	0	0	0	0	0	0
PD43402_8	0.368478353920836	0.500579577292356	0.130942068786808	0	0	0	0	0	0	0
PD43402_5	0.338264418012494	0.564594480187209	0.0971411018002962	0	0	0	0	0	0	0
PD43402_18	0.374543369406196	0.522014219479442	0.103442411114361	0	0	0	0	0	0	0
PD43402_10	0.298637415152432	0.584574672414183	0.116787912433386	0	0	0	0	0	0	0
PD43402_17	0.433942411287783	0.383416150837657	0.18264143787456	0	0	0	0	0	0	0
PD43402_23	0.353418042852919	0.575037242838549	0.0715447143085316	0	0	0	0	0	0	0
PD43402_2	0.405149589261359	0.49350305063467	0.101347360103971	0	0	0	0	0	0	0
PD43402_6	0.329969823423159	0.48739811839417	0.0820771728892351	0.0452914433209369	0.0552634419724997	0	0	0	0	0
PD43402_12	0.353797473524174	0.532374796822291	0.113827729653535	0	0	0	0	0	0	0
PD43402_4	0.345675090633507	0.54197912050228	0.112345788864213	0	0	0	0	0	0	0
PD43402_11	0.324622764883257	0.580682703402893	0.0946945317138499	0	0	0	0	0	0	0
PD43402_21	0.40015618106859	0.542684537073502	0.0571592818579084	0	0	0	0	0	0	0
PD43402_9	0.336001835988607	0.578030343387731	0.085967820623662	0	0	0	0	0	0	0
PD43402_1	0.368858611206499	0.543174450923253	0.0879669378702479	0	0	0	0	0	0	0
PD43402_7	0.332533563258412	0.477359384541696	0.125213350108027	0.0360543344512826	0.0288393676405825	0	0	0	0	0
PD43402_3	0.415008025907898	0.440513647781857	0.144478326310245	0	0	0	0	0	0	0
PD43402_19	0.336424716359688	0.361584717468339	0.114952320697732	0.072340562706482	0.114697682767759	0	0	0	0	0
PD43402_22	0.242258293370434	0.634881923293108	0.122859783336458	0	0	0	0	0	0	0
PD43402_16	0.444902527976959	0.478999438341118	0.0760980336819228	0	0	0	0	0	0	0
PD43403_9	0.432184650773598	0.439436629743653	0.128378719482749	0	0	0	0	0	0	0
PD43403_7	0.42804983758579	0.447124636670021	0.124825525744189	0	0	0	0	0	0	0
PD43403_4	0.441064110810226	0.435299205838452	0.123636683351321	0	0	0	0	0	0	0
PD43403_5	0.43434462252768	0.434752683410741	0.130902694061579	0	0	0	0	0	0	0
PD43403_3	0.375047028509336	0.391802467329568	0.119493000927599	0.0517771229218345	0.061880380311663	0	0	0	0	0
PD43403_1	0.375673869374994	0.391160818510638	0.0570684731738984	0	0	0	0	0.17609683894047	0	0
PD43403_2	0.394420928036447	0.480744491276005	0.124834580687548	0	0	0	0	0	0	0
PD43403_8	0.453892292022367	0.461961753324072	0.0841459546535606	0	0	0	0	0	0	0
PD43850_12	0.34646661656224	0.55225311380344	0.10128026963432	0	0	0	0	0	0	0
PD43850_5	0.322341944199316	0.499138355525557	0.115223302738443	0.0383596898339088	0.0249367077027754	0	0	0	0	0
PD43850_3	0.37255546509419	0.494241185653249	0.133203349252561	0	0	0	0	0	0	0
PD43850_4	0.367865434348293	0.504821161393187	0.127313404258521	0	0	0	0	0	0	0
PD43850_14	0.319482299356468	0.450101210479298	0.124239609601292	0.0490201571235327	0.0571567234394091	0	0	0	0	0
PD43850_18	0.35658969333986	0.557852443838552	0.0855578628215876	0	0	0	0	0	0	0
PD43850_9	0.377138388448598	0.497190894304872	0.12567071724653	0	0	0	0	0	0	0
PD43850_10	0.37168825069137	0.525594214223498	0.102717535085132	0	0	0	0	0	0	0
PD43850_6	0.356898355666444	0.523802944634583	0.119298699698973	0	0	0	0	0	0	0
PD43850_8	0.359225568476447	0.56275730987717	0.0780171216463834	0	0	0	0	0	0	0
PD43850_17	0.307275657119647	0.58072551439246	0.111998828487893	0	0	0	0	0	0	0
PD43850_11	0.368898412841912	0.529751265328666	0.101350321829422	0	0	0	0	0	0	0
PD43850_20	0.338686924301472	0.526402150690495	0.134910925008033	0	0	0	0	0	0	0
PD43850_13	0.337594781992911	0.431707318481554	0.125498623924133	0.0506570162465145	0.0545422593548878	0	0	0	0	0
PD43850_16	0.378517094437054	0.501747554674618	0.119735350888328	0	0	0	0	0	0	0
PD43850_7	0.365005632060687	0.542937712874662	0.0920566550646507	0	0	0	0	0	0	0
PD43850_1	0.381193907532487	0.497782971317565	0.121023121149948	0	0	0	0	0	0	0
PD43850_15	0.328944599267269	0.561179331670181	0.10987606906255	0	0	0	0	0	0	0
PD43850_2	0.367074140891957	0.476526243321772	0.156399615786271	0	0	0	0	0	0	0
PD43850_19	0.355424458991185	0.5507367373245	0.0938388036843152	0	0	0	0	0	0	0
PD43850_33	0.438987448447899	0.45166894126053	0.10934361029157	0	0	0	0	0	0	0
PD43850_26	0.576464867760904	0.293440150830499	0.130094981408597	0	0	0	0	0	0	0
PD43851_1	0.0640718672949724	0.527971322374265	0	0	0	0	0	0.407956810330762	0	0
PD43851_13	0.454390147950499	0.403360590302494	0.142249261747007	0	0	0	0	0	0	0
PD43851_5	0.369720081350747	0.556232633394206	0.0740472852550474	0	0	0	0	0	0	0
PD43851_4	0.0894474698736209	0.820036524385387	0	0	0	0	0	0.0905160057409918	0	0
PD43851_16	0.464546266918845	0.417950989997318	0.117502743083838	0	0	0	0	0	0	0
PD43851_8	0.461109151702191	0.437488001181519	0.101402847116291	0	0	0	0	0	0	0
PD43851_12	0.416206192650319	0.384601896237238	0.140971801516418	0.0335036177983218	0.0247164917977038	0	0	0	0	0
PD43851_7	0.326939600146751	0.468597051037452	0.128253550453117	0	0	0	0	0	0.0762097983626802	0
PD43851_15	0.0829431487449958	0.604881633747686	0	0	0	0	0	0.312175217507318	0	0
PD43851_10	0.362048547446743	0.539073506370228	0.0988779461830293	0	0	0	0	0	0	0
PD43851_11	0.410699705332547	0.483436257820386	0.105864036847067	0	0	0	0	0	0	0
PD43851_14	0.0787019751236309	0.664621489622576	0	0	0	0	0	0.187824207877307	0.0688523273764865	0
PD43851_9	0.441052274717642	0.454573496320651	0.104374228961707	0	0	0	0	0	0	0
PD43851_6	0.397245490586266	0.505454301399389	0.0973002080143448	0	0	0	0	0	0	0
PD43851_3	0.411602976768009	0.354779010117631	0.064086050212761	0	0	0	0	0.169531962901599	0	0
PD43851_2	0.40315712965424	0.518662154417681	0.0781807159280788	0	0	0	0	0	0	0
PD43851_21	0.531831366768389	0.378469562213649	0.089699071017962	0	0	0	0	0	0	0
PD43853_2	0.307538285176358	0.410397978139599	0.14232480102056	0	0	0	0.139738935663484	0	0	0
PD43853_1	0.201962619656847	0.411178949299777	0.130012858846042	0.0287377942099353	0.0521816409168076	0	0.175926137070592	0	0	0
PD43853_3	0.0673387486211131	0.285359256425722	0.0920463440666693	0	0	0	0.339035900780711	0	0	0.216219750105785
PD43853_11	0.318459684961792	0.288693836134379	0.144391025752843	0.0746273829194334	0.0642743245508533	0	0.1095537456807	0	0	0
PD43853_8	0.372732214271928	0.42406761955237	0.124472827628762	0	0	0	0.0787273385469394	0	0	0
PD43853_10	0.322913285043594	0.370082845980325	0.101031407891777	0	0	0	0.205972461084303	0	0	0
PD43853_6	0.168045654775784	0.388073651537726	0.0970969563984011	0	0	0	0.212204868812002	0	0	0.134578868476087
PD43853_7	0.392796586172688	0.387712109172949	0.140880477761021	0	0	0	0.078610826893342	0	0	0
PD43853_15	0.40521311780819	0.463524236333127	0.131262645858683	0	0	0	0	0	0	0
PD43853_21	0.473784604434614	0.405082819728343	0.121132575837044	0	0	0	0	0	0	0
PD43853_5	0.151165390837834	0.41009109939441	0.113173171970145	0	0	0	0.325570337797611	0	0	0
PD43853_9	0.250257801811525	0.343675928976164	0.149383869737819	0	0	0	0.256682399474492	0	0	0
PD43853_4	0.0905201496230873	0.358320084325493	0.0931611548501802	0	0	0	0.33682291059995	0	0	0.12117570060129
PD43853_17	0.431531909324646	0.460885776002873	0.107582314672481	0	0	0	0	0	0	0
PD43853_14	0.536098495689768	0.37531981190453	0.0885816924057024	0	0	0	0	0	0	0
PD43949_4	0.432987981710791	0.297976626538105	0.269035391751103	0	0	0	0	0	0	0
PD43949_7	0.398228177860517	0.340529591751511	0.261242230387972	0	0	0	0	0	0	0
PD43949_5	0.42500887608366	0.269382177349602	0.305608946566738	0	0	0	0	0	0	0
PD43949_1	0.396762883981689	0.285557471752415	0.317679644265896	0	0	0	0	0	0	0
PD43949_2	0.392714833446071	0.245720442148446	0.361564724405483	0	0	0	0	0	0	0
PD43949_6	0.425022301523396	0.31903583867965	0.255941859796954	0	0	0	0	0	0	0
PD43949_13	0.464932580225538	0.360134810194769	0.174932609579693	0	0	0	0	0	0	0
PD43949_3	0.389791398658837	0.302602224654395	0.307606376686768	0	0	0	0	0	0	0
PD43949_11	0.450471785555085	0.290139263414858	0.259388951030056	0	0	0	0	0	0	0
PD43949_12	0.460299391792859	0.413084686801771	0.12661592140537	0	0	0	0	0	0	0
PD43950_1	0.474433286518709	0.367507672604268	0.158059040877024	0	0	0	0	0	0	0
PD43950_2	0.472946302778596	0.437575453555186	0.0894782436662188	0	0	0	0	0	0	0
PD43950_4	0.434606969745317	0.318841133375515	0.159140094100863	0.0569679361716959	0.0304438666066092	0	0	0	0	0
PD43950_5	0.477539082518561	0.388133481280435	0.134327436201004	0	0	0	0	0	0	0
PD43950_11	0.496135201811003	0.335605743835818	0.168259054353179	0	0	0	0	0	0	0
PD43950_7	0.484563670420115	0.394487792246949	0.120948537332936	0	0	0	0	0	0	0
PD43950_3	0.213348395828337	0.250456631719886	0	0.199738435387139	0.336456537064639	0	0	0	0	0
PD43950_10	0.480087470306803	0.277827197590851	0.134914462787304	0.0591944092981971	0.0479764600168445	0	0	0	0	0
PD43950_6	0.380002076918111	0.344781047546239	0.0957942808843614	0.0858079211805843	0.0936146734707045	0	0	0	0	0
PD43950_9	0.431495044442245	0.422828522282791	0.145676433274964	0	0	0	0	0	0	0
PD43950_19	0.548094188105541	0.348271444427042	0.103634367467417	0	0	0	0	0	0	0
PD43950_8	0.435088280917774	0.473682363585486	0.0912293554967402	0	0	0	0	0	0	0
PD43950_16	0.579801555840818	0.339518320506603	0.0806801236525795	0	0	0	0	0	0	0
PD43951_1	0.403779206956912	0.333910261655996	0.185751473975472	0.0520234345718881	0.0245356228397323	0	0	0	0	0
PD43951_3	0.471613669619409	0.443368048618688	0.0850182817619027	0	0	0	0	0	0	0
PD43951_8	0.434247188195533	0.423606554757956	0.142146257046512	0	0	0	0	0	0	0
PD43951_7	0.359367261741726	0.429172863625904	0.103969315447105	0.0735233297021178	0.0339672294831472	0	0	0	0	0
PD43951_2	0.447014827254216	0.402277542593681	0.150707630152103	0	0	0	0	0	0	0
PD43951_5	0.532552980279178	0.36395989027101	0.103487129449812	0	0	0	0	0	0	0
PD43951_9	0.453529712739866	0.431476003123049	0.114994284137084	0	0	0	0	0	0	0
PD43951_10	0.462359343572726	0.479632749736691	0.0580079066905836	0	0	0	0	0	0	0
PD43951_4	0.36604539497481	0.481344733682146	0.152609871343044	0	0	0	0	0	0	0
PD43951_6	0.429250940890713	0.461518723301264	0.109230335808023	0	0	0	0	0	0	0
PD43951_19	0.60010143785263	0.281319961745261	0.11857860040211	0	0	0	0	0	0	0
PD43952_4	0.408361591991888	0.412305573378137	0.179332834629975	0	0	0	0	0	0	0
PD43952_5	0.480573030615625	0.519426969384375	0	0	0	0	0	0	0	0
PD43952_7	0.411108029092232	0.452177339600152	0.136714631307617	0	0	0	0	0	0	0
PD43952_3	0.377155614779383	0.531493201544816	0.0913511836758005	0	0	0	0	0	0	0
PD43952_1	0.437786363141875	0.506117869593546	0.0560957672645785	0	0	0	0	0	0	0
PD43952_6	0.422063235153226	0.484825403895949	0.0931113609508253	0	0	0	0	0	0	0
PD43952_2	0.438293224514959	0.445027412977489	0.116679362507552	0	0	0	0	0	0	0
PD43953_7	0.409157986468811	0.368716865286728	0.137889176428671	0.0662723004666478	0.0179636713491424	0	0	0	0	0
PD43953_6	0.430087048310146	0.398246133024023	0.171666818665831	0	0	0	0	0	0	0
PD43953_2	0.460761948117287	0.354130779219206	0.0993824757778673	0.0564976356652633	0.0292271612203766	0	0	0	0	0
PD43953_1	0.3743238860809	0.301028830823486	0.123648732275097	0.0932571582752152	0.107741392545301	0	0	0	0	0
PD43953_5	0.522240615094227	0.338074699240346	0.139684685665427	0	0	0	0	0	0	0
PD43953_3	0.509734590288579	0.373014280069848	0.117251129641573	0	0	0	0	0	0	0
PD43953_4	0.510120212142734	0.377821502202909	0.112058285654357	0	0	0	0	0	0	0
PD43953_13	0.635262373942179	0.291763062037169	0.0729745640206528	0	0	0	0	0	0	0
PD43954_7	0.491698780734602	0.322286252260259	0.186014967005139	0	0	0	0	0	0	0
PD43954_5	0.424031847568107	0.439699048359896	0.136269104071997	0	0	0	0	0	0	0
PD43954_6	0.479453855101134	0.40529939359484	0.115246751304026	0	0	0	0	0	0	0
PD43954_2	0.496426314293246	0.417881019931957	0.0856926657747966	0	0	0	0	0	0	0
PD43954_4	0.464605641779953	0.456640020093835	0.0787543381262117	0	0	0	0	0	0	0
PD43954_1	0.449724304175586	0.450494211485429	0.0997814843389845	0	0	0	0	0	0	0
PD43954_11	0.491314614144337	0.382773474199254	0.125911911656409	0	0	0	0	0	0	0
PD43954_3	0.431181509859941	0.453665609856105	0.115152880283955	0	0	0	0	0	0	0
PD45766_1	0.280714685810891	0.399759742577949	0.109421573958971	0	0	0	0	0.210103997652188	0	0
PD45766_2	0.279692317489803	0.332437315884652	0.0939884548241278	0	0	0	0	0.293881911801417	0	0
PD45766_5	0.365454323736417	0.361851216927145	0.0876195145809611	0	0	0	0	0.185074944755477	0	0
PD45766_4	0.326003276250126	0.371691232289466	0.0860765102228936	0	0	0	0	0.216228981237515	0	0
PD45766_7	0.330875046235944	0.467387322572526	0.201737631191531	0	0	0	0	0	0	0
PD45766_6	0.361658567013449	0.410484155694773	0.227857277291778	0	0	0	0	0	0	0
PD45766_3	0.324536382635697	0.42016494887843	0.0724380414241215	0	0	0	0	0.182860627061752	0	0
PD45766_10	0.404308255450453	0.485501764301186	0.110189980248362	0	0	0	0	0	0	0
PD45767_10	0.366646263964663	0.541732164150525	0.0916215718848123	0	0	0	0	0	0	0
PD45767_1	0.31918993074373	0.599886836401544	0.0809232328547256	0	0	0	0	0	0	0
PD45767_11	0.379258900548985	0.470072122898132	0.150668976552883	0	0	0	0	0	0	0
PD45767_4	0.373815882495409	0.539830849190408	0.0863532683141826	0	0	0	0	0	0	0
PD45767_2	0.360451855250257	0.573716031799478	0.0658321129502644	0	0	0	0	0	0	0
PD45767_6	0.327222400006895	0.563697737149958	0.109079862843147	0	0	0	0	0	0	0
PD45767_23	0.436179454960074	0.408886044669388	0.154934500370538	0	0	0	0	0	0	0
PD45767_8	0.369676665903371	0.519954387005071	0.110368947091557	0	0	0	0	0	0	0
PD45767_7	0.319256753579638	0.575107285269319	0.105635961151044	0	0	0	0	0	0	0
PD45767_5	0.380944416524951	0.512078186359573	0.106977397115476	0	0	0	0	0	0	0
PD45767_13	0.426325134854196	0.473730206536196	0.0999446586096075	0	0	0	0	0	0	0
PD45767_25	0.320478879597867	0.524718776055032	0.0985214184258596	0.0285453740358499	0.0277355518853911	0	0	0	0	0
PD45767_9	0.346807946742462	0.517198097323911	0.0749621325988131	0.0327135664418182	0.0283182568929962	0	0	0	0	0
PD45767_3	0.348355337409913	0.568754494919917	0.0828901676701702	0	0	0	0	0	0	0
PD45767_24	0.421974217727408	0.453523978341748	0.124501803930844	0	0	0	0	0	0	0
PD45767_18	0.254262773851847	0.283979264981573	0.0658517577951553	0.175207479298296	0.220698724073129	0	0	0	0	0
PD45767_17	0.352771285505765	0.395444800833902	0.0816194333050224	0.0924608965365913	0.077703583818719	0	0	0	0	0
