SBS1	SBS5	SBS18	SBS2	SBS13	SBS88	SBS35	SBS40	SBS41	SBS17b
PD45773b_lo0002	0.274839826553523	0.509980631548859	0.0708864893922178	0.0570274007656391	0.087265651739761	0	0	0	0	0
PD45773b_lo0009	0.265734348509963	0.497915070699182	0.0837936171078294	0.0678166946676348	0.0847402690153903	0	0	0	0	0
PD45773b_lo0003	0.317357993274968	0.585150456237362	0.0974915504876695	0	0	0	0	0	0	0
PD45773b_lo0004	0.308912447441077	0.620291218770818	0.070796333788104	0	0	0	0	0	0	0
PD45776b_lo0001	0.41186961171883	0.490176658125631	0.0979537301555391	0	0	0	0	0	0	0
PD45776b_lo0004	0.37336383845662	0.523098789041146	0.103537372502233	0	0	0	0	0	0	0
PD45776b_lo0007	0.361794442860448	0.535488692399804	0.102716864739748	0	0	0	0	0	0	0
PD45776b_lo0008	0.380211550325279	0.521894763273264	0.0978936864014568	0	0	0	0	0	0	0
PD45776b_lo0002	0.39598104026755	0.482601096767106	0.121417862965345	0	0	0	0	0	0	0
PD45776b_lo0009	0.404823444263868	0.504490090639329	0.0906864650968033	0	0	0	0	0	0	0
PD45778b_lo0001	0.370981603216223	0.453543001965165	0.0976134255625395	0.053477198346747	0.024384770909326	0	0	0	0	0
PD45778b_lo0002	0.364605191158928	0.542202952556019	0.0931918562850521	0	0	0	0	0	0	0
PD45778b_lo0003	0.332841184815145	0.441298189259032	0.0946503746165465	0.0704690374815275	0.0607412138277496	0	0	0	0	0
PD45778b_lo0004	0.350727226502168	0.465419005249757	0.0902465079811441	0.0602740393466486	0.0333332209202827	0	0	0	0	0
PD46562b_lo0004	0.449457028032014	0.328864566209922	0	0	0	0	0	0.221678405758063	0	0
PD46562b_lo0011	0.451809201690739	0.347601892525201	0	0	0	0	0	0.200588905784059	0	0
PD46562b_lo0005	0.438786553222707	0.346776083151407	0	0	0	0	0	0.214437363625886	0	0
PD46562b_lo0006	0.417050306062903	0.502291304873979	0.0806583890631181	0	0	0	0	0	0	0
PD46562b_lo0007	0.299165388240741	0.635228274059066	0.0656063377001928	0	0	0	0	0	0	0
PD46562b_lo0008	0.376941556167527	0.538737964336297	0.0843204794961755	0	0	0	0	0	0	0
PD46562b_lo0010	0.394456188783761	0.516876130310337	0.0886676809059028	0	0	0	0	0	0	0
PD46562b_lo0009	0.400129428625092	0.599870571374908	0	0	0	0	0	0	0	0
PD46563b_lo0001	0.432880447835207	0.458868478790646	0.108251073374147	0	0	0	0	0	0	0
PD46563b_lo0002	0.410353769252844	0.406217369193236	0.183428861553921	0	0	0	0	0	0	0
PD46563b_lo0003	0.450726876006982	0.379417146728943	0.169855977264076	0	0	0	0	0	0	0
PD46563b_lo0004	0.451341219753233	0.38426247283875	0.164396307408018	0	0	0	0	0	0	0
PD46563b_lo0005	0.449230443819436	0.408781359768552	0.141988196412012	0	0	0	0	0	0	0
PD46563b_lo0010	0.468904995341701	0.38622525229565	0.144869752362649	0	0	0	0	0	0	0
PD46563b_lo0011	0.470574280946079	0.375280029383398	0.154145689670523	0	0	0	0	0	0	0
PD46563b_lo0012	0.457502584085204	0.405597889592802	0.136899526321994	0	0	0	0	0	0	0
PD46563b_lo0013	0.459684074428503	0.402030232287032	0.138285693284465	0	0	0	0	0	0	0
PD46563b_lo0006	0.46303442609303	0.369720128154816	0.167245445752153	0	0	0	0	0	0	0
PD46563b_lo0007	0.482538654702767	0.389514476600815	0.127946868696418	0	0	0	0	0	0	0
PD46563b_lo0008	0.482309054946647	0.387115878936653	0.1305750661167	0	0	0	0	0	0	0
PD46563b_lo0009	0.442765627603835	0.407518015248125	0.14971635714804	0	0	0	0	0	0	0
PD46565b_lo0001	0.428785125136021	0.41240580973736	0.158809065126619	0	0	0	0	0	0	0
PD46565b_lo0002	0.425869049535705	0.408935556267304	0.165195394196991	0	0	0	0	0	0	0
PD46565b_lo0003	0.436574008405886	0.396006364065337	0.167419627528777	0	0	0	0	0	0	0
PD46565b_lo0004	0.425279994692549	0.441011018476546	0.133708986830905	0	0	0	0	0	0	0
PD46565b_lo0005	0.395909807119977	0.411700323143911	0.192389869736113	0	0	0	0	0	0	0
PD46565b_lo0006	0.418440495217903	0.390473096333926	0.191086408448171	0	0	0	0	0	0	0
PD46565c_lo0001	0.247726534749689	0.431143681999818	0.0960712566438956	0	0	0	0	0.225058526606597	0	0
PD46565c_lo0009	0.0529137585598221	0.729795662748898	0	0	0	0	0	0.21729057869128	0	0
PD46565c_lo0010	0.29024294261626	0.411399942061026	0.231054338154587	0	0	0	0	0	0.0673027771681269	0
PD46565c_lo0002	0.404464304908932	0.43151137520489	0.164024319886178	0	0	0	0	0	0	0
PD46565c_lo0004	0.22226156939615	0.458552333171607	0.243515666347402	0	0	0	0	0	0.0756704310848407	0
PD46565c_lo0008	0.131556271325772	0.507536798369267	0.122958698071971	0	0	0	0	0.168801710170728	0.0691465220622614	0
PD46565c_lo0006	0.310717802424301	0.358676621371701	0.267279227181445	0	0	0	0	0	0.0633263490225535	0
PD46566b_lo0001	0.432907816443769	0.390195768003603	0.176896415552628	0	0	0	0	0	0	0
PD46566b_lo0007	0.40648947526516	0.423896287288614	0.169614237446226	0	0	0	0	0	0	0
PD46566b_lo0008	0.407282583638394	0.436752403857423	0.155965012504183	0	0	0	0	0	0	0
PD46566b_lo0004	0.436527044056199	0.358352294748981	0.20512066119482	0	0	0	0	0	0	0
PD46566b_lo0002	0.416161679353434	0.408506546620289	0.175331774026277	0	0	0	0	0	0	0
PD46566b_lo0003	0.4112867359415	0.405966656213719	0.182746607844782	0	0	0	0	0	0	0
PD46568b_lo0002	0.438667259240407	0.454246999339674	0.10708574141992	0	0	0	0	0	0	0
PD46568b_lo0019	0.427453436601284	0.435567487530542	0.136979075868174	0	0	0	0	0	0	0
PD46568b_lo0004	0.422712199697151	0.48473690349346	0.0925508968093885	0	0	0	0	0	0	0
PD46568b_lo0005	0.380961874965402	0.483982687063134	0.135055437971465	0	0	0	0	0	0	0
PD46568b_lo0007	0.425428200769656	0.469710857769764	0.10486094146058	0	0	0	0	0	0	0
PD46568b_lo0009	0.421619248089454	0.47748857799663	0.100892173913916	0	0	0	0	0	0	0
PD46568b_lo0010	0.420388218618054	0.493371416645838	0.0862403647361075	0	0	0	0	0	0	0
PD46568b_lo0011	0.430993670427814	0.480802271720554	0.0882040578516325	0	0	0	0	0	0	0
PD46568b_lo0012	0.42167249020262	0.480469840227937	0.0978576695694427	0	0	0	0	0	0	0
PD46568b_lo0013	0.45139820967263	0.47106678984484	0.0775350004825304	0	0	0	0	0	0	0
PD46568b_lo0014	0.454749706801901	0.463969757604642	0.0812805355934569	0	0	0	0	0	0	0
PD46568b_lo0015	0.446187057712077	0.469491161005788	0.0843217812821349	0	0	0	0	0	0	0
PD46568b_lo0016	0.444739716113514	0.472141307424526	0.0831189764619601	0	0	0	0	0	0	0
PD46568b_lo0017	0.422684361161411	0.48232035871293	0.0949952801256583	0	0	0	0	0	0	0
PD46573b_lo0001	0.432268237088776	0.455955658313036	0.111776104598188	0	0	0	0	0	0	0
PD46573b_lo0008	0.459697067951182	0.441767511162972	0.0985354208858465	0	0	0	0	0	0	0
PD46573b_lo0002	0.42546753895203	0.352803805403467	0.113914797661448	0.0444797227354013	0.0633341352476542	0	0	0	0	0
PD46573b_lo0005	0.426572338116291	0.474604611485185	0.0988230503985241	0	0	0	0	0	0	0
PD46573b_lo0007	0.455592559120909	0.419371197580606	0.125036243298485	0	0	0	0	0	0	0
PD52486b_lo0001	0.418576000690582	0.35606475226877	0.100956561899056	0.0850978620847768	0.039304823056815	0	0	0	0	0
PD52486b_lo0002	0.456880857414716	0.339722117218351	0.128360568726721	0.0517524826204597	0.0232839740197523	0	0	0	0	0
PD52486b_lo0008	0.424766921331054	0.314967249157232	0.119831700547175	0.100437604573855	0.039996524390684	0	0	0	0	0
PD52486b_lo0004	0.409600083831231	0.45591108784567	0.1344888283231	0	0	0	0	0	0	0
PD52486b_lo0003	0.407976081301505	0.323055726417005	0.123527543511378	0.0948634322336088	0.0505772165365031	0	0	0	0	0
PD52486b_lo0009	0.405702887963644	0.3221183023783	0.189389883732208	0.0643298144017309	0.0184591115241171	0	0	0	0	0
PD52486b_lo0010	0.411368283207214	0.353798991738385	0.169151761603095	0.0508853246966926	0.0147956387546142	0	0	0	0	0
PD52486b_lo0005	0.438239933159795	0.409189509527516	0.152570557312688	0	0	0	0	0	0	0
PD52486b_lo0006	0.402705530267311	0.44547041976596	0.151824049966729	0	0	0	0	0	0	0
PD52487b_lo0002	0.348057885898446	0.515931056700512	0.136011057401042	0	0	0	0	0	0	0
PD52487b_lo0003	0.364215551341737	0.539298062578122	0.0964863860801405	0	0	0	0	0	0	0
PD52487b_lo0004	0.253693546022375	0.349449126318521	0.0849515098702741	0.137832823780086	0.174072994008744	0	0	0	0	0
PD52487b_lo0005	0.357650931541903	0.542920909580482	0.0994281588776148	0	0	0	0	0	0	0
PD52487b_lo0006	0.31695506671191	0.471596720271697	0.0988585987463676	0.0608884491119742	0.0517011651580521	0	0	0	0	0
