SBS1	SBS5	SBS18	SBS2	SBS13	SBS88	SBS35	SBS40	SBS41	SBS17b
PD43403e_lo0006	0.408132621673598	0.414071596671594	0.123322645828292	0.029338569064205	0.0251345667623111	0	0	0	0	0
PD43403e_lo0007	0.435567824823027	0.438207372787346	0.126224802389627	0	0	0	0	0	0	0
PD43403e_lo0008	0.433094975284459	0.437788281348557	0.129116743366984	0	0	0	0	0	0	0
PD43850h_P50_DNM_A2	0.381204526442096	0.497793140212254	0.121002333345649	0	0	0	0	0	0	0
PD43850h_P50_DNM_C2	0.366954573869255	0.476517228353397	0.156528197777348	0	0	0	0	0	0	0
PD43850l_P50_ILM_E4	0.372574253892133	0.494188409930451	0.133237336177416	0	0	0	0	0	0	0
PD43850l_P50_ILM_F4	0.374495322038312	0.498575331066249	0.126929346895439	0	0	0	0	0	0	0
PD43850l_P50_ILM_G4	0.329113955003368	0.493357640929627	0.115397069382559	0.0377951049614774	0.0243362297229678	0	0	0	0	0
PD43850l_P50_ILM_H4	0.357018883337634	0.52369866906714	0.119282447595226	0	0	0	0	0	0	0
PD43850h_P50_DNM_B4	0.364970954734942	0.542913392482853	0.0921156527822057	0	0	0	0	0	0	0
PD43850h_P53_DDM_D10	0.359332089108657	0.562685327305269	0.077982583586074	0	0	0	0	0	0	0
PD43850l_P50_ILM_A5	0.377125923284414	0.496989305437017	0.125884771278569	0	0	0	0	0	0	0
PD43850l_P50_ILM_C5	0.371606224853692	0.525685659166019	0.102708115980288	0	0	0	0	0	0	0
PD43850h_P53_DDM_A10	0.375634771326426	0.522746214977815	0.101619013695759	0	0	0	0	0	0	0
PD43850h_P53_DDM_B10	0.355141371826239	0.54341185251108	0.101446775662681	0	0	0	0	0	0	0
PD43850m_P50_JNM_B7	0.337616371977427	0.431839652001781	0.125410660861308	0.0506536917684826	0.0544796233910009	0	0	0	0	0
PD43850m_P50_JNM_C7	0.319449760776273	0.450199992229567	0.12411478213693	0.049006698972872	0.0572287658843576	0	0	0	0	0
PD43850m_P50_JNM_D6	0.328896017956517	0.561288969875997	0.109815012167487	0	0	0	0	0	0	0
PD43850m_P50_JNM_E6	0.378569942941195	0.501645510048051	0.119784547010754	0	0	0	0	0	0	0
PD43850m_P50_JNM_E7	0.307187696470585	0.580764724544014	0.112047578985401	0	0	0	0	0	0	0
PD43850h_P50_DNM_D1	0.356567316419217	0.557882808956126	0.0855498746246572	0	0	0	0	0	0	0
PD43850l_P50_ILM_B5	0.35540419308092	0.550766931521214	0.0938288753978662	0	0	0	0	0	0	0
PD43850m_P50_JNM_F6	0.338597848644842	0.52645726438375	0.134944886971407	0	0	0	0	0	0	0
PD43851j_P52_DDM_B4	0.0698403664085637	0.528385596581993	0	0	0	0	0	0.401774037009443	0	0
PD43851j_P52_DDM_F3	0.423115071707722	0.497599979936899	0.0792849483553789	0	0	0	0	0	0	0
PD43851j_P52_DDM_G3	0.430772421928623	0.358371310813221	0.0677731293625919	0	0	0	0	0.143083137895564	0	0
PD43851j_P52_DDM_B5	0.0893896965094174	0.75993050727762	0	0	0	0.0587471104212066	0	0.091932685791756	0	0
PD43851m_P52_ILM_D1	0.3698316346303	0.556120124811365	0.0740482405583353	0	0	0	0	0	0	0
PD43851m_P52_ILM_A1	0.397288737584404	0.505419779364278	0.0972914830513177	0	0	0	0	0	0	0
PD43851j_P52_DDM_D3	0.326970168615202	0.468360635556198	0.128357223651921	0	0	0	0	0	0.0763119721766791	0
PD43851j_P52_DDM_G2	0.461054897842646	0.437471667144766	0.101473435012588	0	0	0	0	0	0	0
PD43851j_P52_DDM_H3	0.441058900633521	0.45450972263654	0.10443137672994	0	0	0	0	0	0	0
PD43851m_P52_ILM_H1	0.361974164489076	0.539115178602669	0.0989106569082552	0	0	0	0	0	0	0
PD43851j_P52_DDM_H2	0.410619167138847	0.4834756336608	0.105905199200353	0	0	0	0	0	0	0
PD43851j_P52_DDM_C3	0.416269506398492	0.384543767921983	0.140985563371636	0.0334796455661261	0.0247215167417632	0	0	0	0	0
PD43851j_P52_DDM_E3	0.454419678405774	0.403308593569644	0.142271728024582	0	0	0	0	0	0	0
PD43851j_P52_DDM_C4	0.0830069767922341	0.655618173810841	0	0	0	0	0	0.193677137650569	0.0676977117463557	0
PD43851j_P52_DDM_E2	0.0855932623924737	0.599016964220999	0	0	0	0	0	0.315389773386527	0	0
PD43851j_P52_DDM_D2	0.464520462716089	0.417978368383878	0.117501168900033	0	0	0	0	0	0	0
PD43853b_lo0020	0.216356984716567	0.40667819908426	0.127265352811113	0.0287100859230306	0.0502835364925275	0	0.170705840972502	0	0	0
PD43853b_lo0021	0.320884454336178	0.406409632204102	0.138187177394616	0	0	0	0.134518736065104	0	0	0
PD43853b_lo0022	0.193063150788514	0.348937515988141	0.0992300504707349	0	0	0	0.22456610609118	0	0	0.134203176661431
PD43853b_lo0023	0.240638149391849	0.405032816399401	0.103794193061411	0	0	0	0.187581685530333	0	0	0.0629531556170045
PD43853b_lo0025	0.198997090836734	0.413501226914514	0.114421758611725	0	0	0	0.273079923637026	0	0	0
PD43853b_lo0024	0.206701554941732	0.39518267494896	0.100013888693281	0	0	0	0.185523913740739	0	0	0.112577967675288
PD43853c_lo0016	0.393831993201622	0.386680320447676	0.141693820401938	0	0	0	0.0777938659487642	0	0	0
PD43853c_lo0019	0.374090551245539	0.422505669137309	0.125852732986944	0	0	0	0.077551046630208	0	0	0
PD43853c_lo0017	0.389097972759742	0.368438959112667	0.132879530969684	0	0	0	0.109583537157906	0	0	0
PD43853c_lo0018	0.415856312136337	0.377286440665696	0.113369932833973	0	0	0	0.0934873143639942	0	0	0
PD43853c_lo0020	0.318343347060925	0.28913718202553	0.144330146987031	0.0745456302076749	0.0642131355596948	0	0.109430558159144	0	0	0
PD43949b_lo0021	0.396667752927068	0.285827642532937	0.317504604539996	0	0	0	0	0	0	0
PD43949b_lo0022	0.392760602725246	0.245871142029675	0.361368255245079	0	0	0	0	0	0	0
PD43949b_lo0023	0.400976389744351	0.300208310921868	0.298815299333782	0	0	0	0	0	0	0
PD43949b_lo0024	0.437022356108191	0.296421782597575	0.266555861294234	0	0	0	0	0	0	0
PD43949b_lo0026	0.427525658805599	0.278115429683369	0.294358911511031	0	0	0	0	0	0	0
PD43949b_lo0027	0.446844378704773	0.346567829477941	0.206587791817286	0	0	0	0	0	0	0
PD43949b_lo0028	0.433039553898657	0.355129090802782	0.211831355298561	0	0	0	0	0	0	0
PD43950b_lo0022	0.474259847902767	0.367724773229836	0.158015378867396	0	0	0	0	0	0	0
PD43950b_lo0023	0.472978886474879	0.437398917386376	0.0896221961387442	0	0	0	0	0	0	0
PD43950b_lo0030	0.342390195684542	0.295973525624008	0	0.133406239581141	0.228230039110308	0	0	0	0	0
PD43950b_lo0031	0.501813468070715	0.377832001679692	0.120354530249593	0	0	0	0	0	0	0
PD43950b_lo0024	0.47728280826434	0.388414943153836	0.134302248581825	0	0	0	0	0	0	0
PD43950b_lo0025	0.38032321773715	0.344680790288012	0.0958646160236331	0.0856868651909109	0.0934445107602942	0	0	0	0	0
PD43950b_lo0026	0.509340419012062	0.379396419507148	0.11126316148079	0	0	0	0	0	0	0
PD43950b_lo0027	0.478540815963917	0.429428150524987	0.0920310335110958	0	0	0	0	0	0	0
PD43950b_lo0028	0.431432238395479	0.422794493276479	0.145773268328042	0	0	0	0	0	0	0
PD43950b_lo0029	0.479958455674946	0.277613431634572	0.135201546427094	0.0593208367987319	0.0479057294646555	0	0	0	0	0
PD43950b_lo0034	0.49594006688703	0.335906898849707	0.168153034263262	0	0	0	0	0	0	0
PD43951b_lo0010	0.403847185781911	0.333681473364065	0.185682435034829	0.0521489025435768	0.0246400032756182	0	0	0	0	0
PD43951b_lo0014	0.446962978293358	0.402555681383361	0.150481340323281	0	0	0	0	0	0	0
PD43951b_lo0015	0.472138020074844	0.442809917009336	0.0850520629158202	0	0	0	0	0	0	0
PD43951b_lo0011	0.365849946353151	0.481122141668506	0.153027911978344	0	0	0	0	0	0	0
PD43951b_lo0012	0.532692294939091	0.363929134937957	0.103378570122953	0	0	0	0	0	0	0
PD43951b_lo0018	0.42926747453028	0.462075884800843	0.108656640668878	0	0	0	0	0	0	0
PD43951b_lo0016	0.359485258533402	0.429089141516879	0.104072220057872	0.0734667545790913	0.0338866253127558	0	0	0	0	0
PD43951b_lo0017	0.434386804140328	0.424039552384488	0.141573643475184	0	0	0	0	0	0	0
PD43951b_lo0019	0.479540584321766	0.409310535720014	0.11114887995822	0	0	0	0	0	0	0
PD43951b_lo0020	0.504531723192621	0.432495422051849	0.0629728547555298	0	0	0	0	0	0	0
PD43952b_lo0011	0.437554477810065	0.506374102766855	0.0560714194230795	0	0	0	0	0	0	0
PD43952b_lo0013	0.438338739198984	0.44492941285202	0.116731847948997	0	0	0	0	0	0	0
PD43952b_lo0016	0.377161929472519	0.531708569626207	0.0911295009012736	0	0	0	0	0	0	0
PD43952b_lo0018	0.408643364493222	0.41201234095229	0.179344294554488	0	0	0	0	0	0	0
PD43952b_lo0021	0.48047033317056	0.51952966682944	0	0	0	0	0	0	0	0
PD43952b_lo0017	0.421848394372738	0.484807088889057	0.0933445167382048	0	0	0	0	0	0	0
PD43952b_lo0024	0.411076711569144	0.452297961068208	0.136625327362647	0	0	0	0	0	0	0
PD43953b_lo0009	0.374524594471746	0.301146737981979	0.123311717952655	0.0931858649368807	0.10783108465674	0	0	0	0	0
PD43953b_lo0012	0.460661624447589	0.354161449586096	0.099383974135469	0.0564613315372794	0.029331620293567	0	0	0	0	0
PD43953b_lo0013	0.50971606737608	0.372984288926884	0.117299643697036	0	0	0	0	0	0	0
PD43953b_lo0014	0.542405641678449	0.359969235825283	0.0976251224962684	0	0	0	0	0	0	0
PD43953b_lo0015	0.546316233970381	0.330047228605282	0.123636537424337	0	0	0	0	0	0	0
PD43953b_lo0016	0.430280508721765	0.398156560521143	0.171562930757092	0	0	0	0	0	0	0
PD43953b_lo0010	0.409010115927156	0.368657496225511	0.138081960460952	0.0662567511159712	0.0179936762704097	0	0	0	0	0
PD43954b_lo0012	0.449537069372549	0.450675894777901	0.0997870358495505	0	0	0	0	0	0	0
PD43954b_lo0013	0.496403362484737	0.417803490288482	0.0857931472267804	0	0	0	0	0	0	0
PD43954b_lo0014	0.441868059996661	0.445734911902502	0.112397028100836	0	0	0	0	0	0	0
PD43954b_lo0015	0.470896777956062	0.447740982385075	0.0813622396588629	0	0	0	0	0	0	0
PD43954b_lo0016	0.423883591851437	0.439849826538544	0.136266581610018	0	0	0	0	0	0	0
PD43954b_lo0019	0.479392820509304	0.40540103235788	0.115206147132815	0	0	0	0	0	0	0
PD43954b_lo0018	0.49142413779877	0.322668891333261	0.185906970867968	0	0	0	0	0	0	0
PD45766b_lo0001	0.309866344561781	0.421376181472605	0.109833031839906	0	0	0	0	0.158924442125708	0	0
PD45766b_lo0002	0.31009528676197	0.371707989855537	0.0978286808744501	0	0	0	0	0.220368042508043	0	0
PD45766b_lo0003	0.324539928982286	0.419880851848112	0.0723393318174908	0	0	0	0	0.183239887352111	0	0
PD45766b_lo0008	0.325953954510083	0.371700311826839	0.0861269917010459	0	0	0	0	0.216218741962033	0	0
PD45766b_lo0007	0.365552768300764	0.36208507675547	0.0877370913205455	0	0	0	0	0.18462506362322	0	0
PD45766b_lo0005	0.361509054661237	0.410650940894501	0.227840004444261	0	0	0	0	0	0	0
PD45766b_lo0006	0.330940713888539	0.467361821600897	0.201697464510564	0	0	0	0	0	0	0
PD45767b_lo0001	0.322850851487679	0.596095722826804	0.0810534256855174	0	0	0	0	0	0	0
PD45767b_lo0011	0.357645737164444	0.573437178657016	0.0689170841785392	0	0	0	0	0	0	0
PD45767b_lo0009	0.318864268278758	0.466395588839377	0.0749345015445557	0.0670090223810218	0.0727966189562876	0	0	0	0	0
PD45767b_lo0010	0.339196590637715	0.455118337948496	0.0761826061850591	0.0622512259989558	0.067251239229774	0	0	0	0	0
PD45767b_lo0003	0.380941621830904	0.512078376341023	0.106980001828073	0	0	0	0	0	0	0
PD45767b_lo0002	0.327144758900483	0.563638208154674	0.109217032944842	0	0	0	0	0	0	0
PD45767b_lo0006	0.319194382386011	0.575282002905887	0.105523614708102	0	0	0	0	0	0	0
PD45767b_lo0008	0.36975238743992	0.519951812141826	0.110295800418254	0	0	0	0	0	0	0
PD45767b_lo0005	0.360927170611927	0.501996336353205	0.0838009226382634	0.0292192474840186	0.0240563229125866	0	0	0	0	0
PD45767b_lo0013	0.377737875760211	0.523567917389266	0.0986942068505232	0	0	0	0	0	0	0
PD45767b_lo0012	0.382203850897768	0.467375639532067	0.150420509570165	0	0	0	0	0	0	0
PD45767b_lo0014	0.324350595295442	0.518465440976605	0.102962004030045	0.0280290301261463	0.0261929295717614	0	0	0	0	0
PD45767b_lo0015	0.323977551988454	0.522903193766981	0.0981975074785978	0.0287564596236487	0.0261652871423193	0	0	0	0	0
PD45769b_lo0001	0.360746398561203	0.553546876669252	0.0857067247695448	0	0	0	0	0	0	0
PD45769b_lo0004	0.353177336882858	0.560123622587095	0.0866990405300463	0	0	0	0	0	0	0
PD45769b_lo0005	0.347556479947463	0.569975368902485	0.0824681511500517	0	0	0	0	0	0	0
PD45769b_lo0006	0.335665593328073	0.470513680254675	0.100631527921754	0.0560072455331018	0.037181952962396	0	0	0	0	0
PD45769b_lo0007	0.407983032766603	0.524107685700103	0.0679092815332937	0	0	0	0	0	0	0
PD45770b_lo0001	0.349825860943634	0.411341175091225	0.0623013515907947	0	0	0	0	0.176531612374346	0	0
PD45770b_lo0002	0.346990557920992	0.474158160406959	0.0861160107105388	0	0	0	0	0.0927352709615108	0	0
PD45770b_lo0003	0.342383401019238	0.438892718706637	0.0860783108823765	0	0	0	0	0.132645569391748	0	0
PD45770b_lo0005	0.350324574455718	0.541133340111122	0.10854208543316	0	0	0	0	0	0	0
PD45770b_lo0008	0.331950767600957	0.548100625590839	0.119948606808204	0	0	0	0	0	0	0
PD45771b_lo0002	0.428712354140156	0.457136404363793	0.114151241496051	0	0	0	0	0	0	0
PD45771b_lo0003	0.422678695280942	0.480644181165024	0.0966771235540346	0	0	0	0	0	0	0
PD45771b_lo0004	0.39717488690823	0.447993045589107	0.154832067502663	0	0	0	0	0	0	0
PD45771b_lo0005	0.446146905398255	0.429993736726683	0.123859357875062	0	0	0	0	0	0	0
PD45771b_lo0006	0.444437094010172	0.4256925098976	0.129870396092228	0	0	0	0	0	0	0
PD45771b_lo0007	0.483376694018728	0.39434561394663	0.122277692034642	0	0	0	0	0	0	0
PD45773b_lo0001	0.32787448546535	0.573060387347243	0.0990651271874073	0	0	0	0	0	0	0
PD45773b_lo0005	0.319247567862198	0.602581114473935	0.0781713176638673	0	0	0	0	0	0	0
